,sign_form,f,a,m,all_locs,count
480,ŠA,dm,,,"P313425.35.2.0 (r 3),P313427.31.2.0 (r 12),P313427.41.2.0 (r.e. 21),P313444.4.9.0 (o 2'),P313444.7.9.0 (o 5'),P313444.20.3.0 (r 5'),P313462.19.2.0 (o 18),P313462.32.3.0 (r 6'),P313462.33.3.0 (r 7'),P313462.36.10.0 (r 10'),P313462.43.9.0 (r 17'),P313462.44.8.0 (r 18'),P313470.7.1.0 (o 6),P313470.13.4.0 (o 12),P313470.29.2.0 (r 6'),P313470.31.2.0 (r 8'),P313470.34.2.0 (nolabel),P313471.8.1.0 (o 7),P313471.18.1.0 (o 17),P313471.19.1.0 (o 18),P313471.28.1.0 (r 8),P313472.3.2.1 (o 2),P313472.6.3.0 (o 5),P313472.7.4.0 (o 6),P313472.8.1.0 (o 7),P313472.8.3.0 (o 7),P313472.10.1.0 (o 9),P313472.17.6.0 (o 16),P313472.18.6.0 (o 17),P313472.30.3.0 (r 3'),P313472.43.6.0 (nolabel),P313476.11.1.0 (o 10),P313476.34.1.0 (r 11),P313480.10.1.0 (o 9),P313480.23.1.0 (r 2),P313483.6.2.0 (o 5),P313483.7.2.0 (o 6),P313483.8.4.0 (o 7),P313483.12.1.0 (o 11),P313483.22.1.0 (r 3'),P313483.24.2.0 (r 5'),P313501.21.4.0 (r 4'),P313505.7.2.0 (o 6),P313505.8.4.0 (o 7),P313509.7.3.0 (o 6),P313510.6.4.0 (o 5),P313516.29.4.0 (o 27),P313516.31.7.0 (o 29),P313516.54.6.0 (r 13),P313516.55.6.0 (nolabel),P313516.61.6.0 (r 20),P313517.15.6.0 (r 3),P313518.10.1.0 (o 8'),P313518.12.2.0 (o 10'),P313518.13.1.0 (o 11'),P313518.19.1.0 (o 17'),P313518.30.1.0 (r 3),P313529.11.2.0 (b.e. 8'),P313610.6.2.0 (o 4'),P313612.5.1.0 (o 3'),P313612.6.2.0 (o 4'),P313612.27.1.0 (r 6'),P313620.26.6.1 (r 8),P313620.28.5.0 (r 10),P313629.3.1.0 (o 1'),P313629.8.1.0 (o 6'),P313640.7.1.0 (o 6),P313640.8.1.0 (o 7),P313646.22.1.0 (r 8'),P313648.13.5.0 (o 11'),P313652.5.5.0 (o 3'),P313652.7.5.0 (o 5'),P313652.8.3.0 (o 6'),P313653.4.3.0 (o 3),P313676.4.4.0 (o 2'),P313684.5.1.0 (o 4),P313716.22.3.0 (e. 1),P313722.8.2.0 (o 7),P313722.15.3.0 (o 14),P313722.26.2.0 (r 7),P313722.30.2.0 (r 11),P313730.13.3.0 (r 9'),P313739.6.3.0 (o 5),P313739.10.3.0 (o 9),P313748.3.5.0 (o 1'),P313748.8.5.0 (o 6'),P313748.10.5.0 (o 8'),P313754.6.1.0 (o 5),P313778.22.6.0 (r 6'),P313782.8.1.0 (o 6'),P313829.5.5.0 (o 3'),P313867.3.5.0 (o 1'),P313867.6.2.0 (o 4'),P313867.8.8.0 (o 6'),P313870.5.1.0 (o 3'),P313870.8.1.0 (o 6'),P313879.9.3.0 (r 5'),P313884.7.6.0 (o 5'),P313894.15.2.0 (r 3),P313894.16.2.0 (r 4),P314036.4.4.0 (o 2'),P314056.4.1.0 (o 2'),P314214.6.1.0 (o 5),P314243.9.7.0 (8'),P314243.11.2.0 (10'),P314243.14.2.0 (13'),P314243.17.4.0 (b.e. 15'),P314253.5.4.0 (o 3'),P314268.8.2.0 (r 5'),P314274.8.8.0 (o 6'),P314274.15.6.0 (o 13'),P314287.6.6.0 (o 4'),P314287.7.7.0 (o 5'),P314290.5.5.0 (o 3'),P314291.5.1.0 (o 4),P314291.8.1.0 (o 7),P314292.4.1.0 (o 2'),P314292.6.1.0 (o 4'),P314297.6.2.0 (o 4'),P314297.7.2.0 (o 5'),P314297.20.3.0 (r 2),P314297.24.1.0 (r 6),P314298.8.3.0 (o 6'),P314300.9.1.0 (o 8),P314300.11.1.0 (o 10),P314313.4.4.0 (o 2'),P314313.5.3.0 (o 3'),P314323.17.6.0 (o 15'),P314323.18.3.0 (o 16'),P314323.22.5.0 (o 20'),P314343.5.6.0 (o 3'),P314343.16.1.0 (r 3'),P314343.17.3.0 (r 4'),P314343.20.7.0 (r 7'),P334050.19.3.0 (o 18),P334055.6.3.0 (o 5),P334056.22.7.1 (r 7'),P334069.4.3.0 (o 3),P334069.5.1.0 (o 4),P334069.8.1.0 (o 7),P334069.16.2.0 (o 15),P334069.21.2.0 (b.e. 19),P334069.27.1.0 (r 4),P334083.5.2.0 (o 4),P334083.17.2.0 (r 4'),P334084.7.3.0 (o 6),P334084.36.4.0 (r 12),P334100.6.1.0 (o 5),P334100.31.1.0 (r 6),P334113.8.3.0 (o 7),P334113.10.2.1 (o 9),P334113.19.5.0 (o 18),P334113.30.1.0 (r 5),P334113.33.3.0 (r 8),P334113.41.7.0 (r 16),P334124.23.2.0 (r 9),P334135.12.1.0 (o 11),P334135.19.4.0 (o 18),P334135.20.1.0 (o 19),P334135.31.2.0 (r 3),P334139.7.3.0 (o 6),P334139.26.1.0 (r 6),P334149.6.3.0 (nolabel),P334149.7.1.0 (o 6),P334149.10.1.0 (o 9),P334149.15.1.0 (o 14),P334149.20.5.0 (nolabel),P334151.7.1.0 (o 6),P334165.7.1.0 (o 6),P334165.13.1.0 (o 12),P334166.8.1.0 (o 7),P334166.9.2.0 (o 8),P334177.10.5.0 (o 9),P334177.36.2.0 (r 15'),P334177.40.3.0 (r.e. 18),P334178.5.1.0 (o 4),P334178.18.6.0 (o 17),P334178.34.1.0 (r 8'),P334178.37.1.0 (r 11'),P334181.28.1.0 (r 8),P334197.18.3.0 (r 3'),P334197.22.1.0 (r 7),P334198.5.1.0 (o 4),P334198.7.2.0 (o 6),P334198.35.4.0 (e. 2),P334200.8.2.0 (o 7),P334205.7.2.0 (o 6),P334205.10.3.0 (o 9),P334205.14.1.0 (o 13),P334205.16.1.0 (o 15),P334258.11.1.0 (o 10),P334258.14.2.0 (o 13),P334258.22.2.0 (r 5),P334279.5.4.0 (o 4),P334284.11.2.0 (o 10),P334284.27.2.0 (r 3),P334284.32.2.0 (r 8),P334284.38.3.0 (r 14),P334296.7.3.0 (o 6),P334316.5.1.0 (o 4),P334316.9.1.0 (o 8),P334316.19.1.0 (o 18),P334316.21.2.0 (o 20),P334316.40.2.0 (r 17),P334347.7.3.0 (o 6),P334347.8.2.0 (o 7),P334347.9.1.0 (o 8),P334347.27.1.0 (r 2),P334347.32.2.0 (r 7),P334347.35.2.0 (r 10),P334347.41.1.0 (r 16),P334350.7.3.0 (o 6),P334350.9.3.0 (nolabel),P334350.15.3.0 (o 14),P334351.7.3.0 (o 6),P334351.13.1.0 (o 12),P334355.5.1.0 (o 4),P334355.13.2.0 (o 12),P334359.5.1.0 (o 4),P334359.10.2.1 (o 9),P334359.11.1.0 (o 10),P334367.6.1.0 (o 5),P334367.7.1.0 (o 6),P334403.18.1.0 (r 3),P334415.7.1.0 (o 5'),P334415.9.1.0 (o 7'),P334415.10.1.0 (o 8'),P334435.9.4.0 (o 7'),P334442.11.1.0 (o 9'),P334442.20.2.0 (r 1),P334442.30.2.0 (r 11),P334498.3.2.1 (o 2),P334498.6.3.0 (o 5),P334498.7.1.0 (o 6),P334498.19.1.0 (r 3'),P334498.20.2.0 (r 4'),P334498.33.2.0 (r.e. 16),P334534.6.1.0 (o 5),P334534.18.3.0 (r 1),P334534.20.2.0 (r 3),P334559.7.1.0 (o 6),P334588.5.4.0 (o 4),P334588.27.1.0 (r 10),P334607.34.1.0 (r 13),P334642.8.1.0 (o 7),P334642.11.1.0 (o 10),P334643.6.1.0 (o 5),P334643.14.1.0 (o 13),P334643.22.1.0 (r 4),P334646.14.1.0 (o 12'),P334661.11.3.0 (o 10),P334661.24.4.0 (r 5),P334661.27.2.0 (r 8),P334674.25.2.0 (r 10'),P334687.7.1.0 (o 6),P334692.4.4.0 (o 2'),P334692.9.2.0 (o 7'),P334692.18.1.0 (r 1'),P334692.19.5.0 (r 2'),P334692.24.1.0 (r 7'),P334692.27.2.0 (r 10'),P334693.4.5.0 (o 2'),P334693.18.3.0 (r 3),P334693.19.4.0 (r 4),P334693.21.3.0 (r 6),P334693.22.2.0 (r 7),P334703.5.4.0 (o 4),P334703.6.2.0 (o 5),P334703.14.1.0 (o 13),P334703.21.4.0 (o 20),P334703.29.3.3 (r 7),P334703.32.2.0 (r 10),P334715.11.3.0 (o 10),P334715.15.2.0 (o 14),P334715.29.1.0 (r 4),P334715.30.1.0 (r 5),P334715.31.2.0 (r 6),P334715.32.1.0 (r 7),P334718.9.3.1 (o 7'),P334723.7.2.0 (o 6),P334772.29.8.0 (r 2),P334774.41.4.0 (r 16),P334776.19.2.0 (o 17'),P334783.6.2.0 (6),P334794.6.4.0 (o 5),P334794.10.2.0 (o 9),P334830.11.1.0 (o 10'),P334830.12.1.1 (o 11'),P334830.17.1.0 (o 16'),P334830.20.1.0 (o 19'),P334830.41.3.0 (r 12),P334830.45.1.0 (r 16),P334836.11.4.0 (nolabel),P334839.10.1.2 (o 9),P334892.4.1.0 (o 3),P334923.5.1.0 (o 4),P336170.5.4.0 (o 4),P336170.7.4.0 (o 6),P336170.8.1.0 (o 7),P336170.16.5.0 (r 2'),X900007.5.4.0 (o 4),X900007.8.1.0 (o 7),X900007.16.1.0 (o 15),X900007.17.1.0 (o 16),X900008.12.3.0 (o 11),X900008.15.1.0 (o 14),X900008.26.1.0 (r 23),X900008.30.3.0 (r 27),X900008.31.1.0 (r 28),X900008.32.6.0 (r 29),X900010.6.3.0 (o 5),X900011.5.1.0 (o 4),X900011.10.1.0 (o 9),X900011.11.1.0 (o 10),X900011.30.1.0 (r 28),X900011.34.2.0 (r 32)",316
481,ŠA,dp,,,"P334071.27.1.0 (r 7),P334256.7.1.0 (o 6),P334280.24.1.0 (r 5)",3
482,ŠA,dt,,,"P313447.24.2.0 (r 5),P313541.15.2.0 (o 13'),P334145.7.2.0 (o 6),P334146.9.2.0 (o 8),P334146.10.1.0 (o 9),P334146.20.1.0 (r 5'),P334280.11.2.0 (o 10),P334308.5.3.0 (o 4)",8
483,ŠA,dtm,,,"P313480.5.4.0 (o 4),P313480.9.3.0 (o 8),P334355.6.2.0 (o 5),P334355.7.2.0 (o 6),P334534.8.1.0 (o 7),P334534.15.1.0 (o 14),P334839.6.1.0 (o 5),P334848.6.1.0 (o 4'),P334848.13.4.2 (r 4)",9
484,ŠA,dty,,,P334090.12.4.1 (o 11),1
485,ŠA,dy,,,"P313448.5.4.0 (o 4),P313474.25.3.0 (r 2'),P313542.6.1.0 (o 5),P313553.10.3.0 (o 8'),P313553.20.3.0 (o 18'),P313738.4.2.0 (o 2'),P313840.11.6.0 (o 9'),P313886.13.1.0 (r 9'),P334071.32.3.0 (r 12),P334077.3.9.0 (o 2),P334077.4.4.0 (o 3),P334077.29.2.0 (o 28),P334077.31.2.0 (o 30),P334077.36.3.0 (r 3),P334077.37.3.0 (r 4),P334077.42.4.0 (r 9),P334137.7.1.0 (o 6),P334138.9.1.0 (o 8),P334152.25.3.0 (r 6),P334152.39.2.0 (r.e. 19),P334186.6.3.0 (o 5),P334187.5.3.0 (o 4),P334187.10.1.0 (o 9),P334198.20.1.0 (r 6'),P334257.6.1.0 (o 5),P334257.11.1.0 (o 10),P334257.16.1.0 (r 2),P334264.6.1.0 (o 5),P334279.60.4.0 (e. 3),P334318.7.1.0 (o 6'),P334369.31.4.0 (r 4),P334401.4.1.0 (o 2'),P334412.5.2.0 (o 3'),P334412.9.1.0 (o 7'),P334412.22.2.0 (r 5),P334555.5.3.0 (o 4),P334555.8.4.0 (o 7),P334555.11.4.0 (o 10),P334555.25.2.0 (o 24),P334555.40.3.0 (r 10),P334564.9.1.0 (o 8),P334564.10.2.0 (o 9),P334607.32.4.0 (r 11),P334673.9.1.0 (o 8),P334673.27.4.0 (r 7'),P334679.6.2.0 (o 5),P334697.7.3.0 (o 5'),P334697.10.4.0 (o 8'),P334697.22.2.0 (r 3'),P334697.28.1.0 (r 9'),P334713.6.1.0 (o 5),P334782.9.3.0 (o 8),P334782.10.3.0 (o 9),P334782.21.1.0 (r 5'),P334782.23.2.0 (r 7'),P334887.6.1.0 (o 5),P334887.7.1.0 (o 6),P334917.10.3.0 (o 8'),P334917.20.2.0 (o 18'),P336169.8.3.0 (o 7)",60
486,ŠA,dym,,,"P313419.31.2.0 (r 4),P313808.5.6.0 (o 3'),P313808.13.4.0 (o 11'),P313858.6.3.0 (o 4'),P313858.7.4.0 (o 5'),P314053.6.1.0 (o 4'),P334073.20.1.0 (r 4),P334073.21.1.0 (r 5),P334179.8.2.0 (o 7),P334179.15.1.0 (o 14),P334179.34.1.0 (r 9),P334179.37.1.0 (r 12),P334179.38.1.0 (r 13),P334205.10.1.0 (o 9),P334312.4.1.0 (o 3),P334401.14.2.0 (r 2),P334713.22.2.0 (r 6),P334725.14.3.0 (r 5'),P334725.16.1.0 (r 7'),P334865.7.1.0 (o 5'),P334865.12.1.0 (o 10'),P334865.27.1.2 (r 6),P334921.5.3.0 (o 4)",23
487,ŠA,m,,,"P313417.5.1.0 (o 4),P313425.12.4.0 (o 11),P313425.18.1.0 (o 17),P313425.25.4.0 (o 24),P313425.44.6.0 (r 12),P313427.28.3.0 (r 9),P313439.9.6.0 (o 8),P313439.13.3.0 (o 12),P313439.20.1.0 (o 19),P313472.45.2.0 (r 18'),P313483.27.1.0 (r 8'),P313492.26.4.0 (o 24),P313492.28.1.0 (b.e. 25),P313492.48.1.0 (r 18),P313492.63.6.0 (e. 2),P313492.65.10.0 (e. 4),P313507.24.3.0 (o 22'),P313510.43.3.0 (r 8),P313510.59.2.0 (r 23),P313510.59.4.0 (r 23),P313510.63.3.0 (r 27),P313510.67.7.0 (r 31),P313523.8.4.0 (o 7),P313523.16.3.0 (r 3),P313547.36.3.0 (r 12),P313571.24.3.0 (r 1),P313573.6.3.0 (o 5'),P313575.25.1.0 (o 24),P313614.8.3.0 (o 6'),P313614.24.1.0 (r 7),P313640.21.3.0 (r 4'),P313706.8.2.0 (o 7),P313716.18.1.0 (r 5),P313722.24.2.1 (r 5),P313722.31.3.0 (r 12),P313737.4.5.0 (o 2'),P313766.6.2.0 (6'),P313807.13.3.0 (r 1),P313812.15.2.0 (r 3'),P313814.4.5.0 (o 3),P313814.5.3.0 (o 4),P313814.36.5.0 (o 35),P313814.82.9.0 (e. 3),P313880.4.1.0 (o 2'),P313910.6.1.0 (o 5),P313996.8.4.0 (o 7),P313996.9.6.0 (o 8),P314000.17.1.0 (r 6'),P314001.7.3.0 (o 5'),P314040.12.4.0 (r 3),P314238.5.1.0 (o 3'),P314238.18.2.0 (r 5),P314238.20.2.0 (r 7),P314243.5.1.0 (4'),P314274.11.8.0 (o 9'),P314276.8.2.0 (o 6'),P314276.9.1.0 (o 7'),P314288.3.10.0 (o 1'),P314313.7.1.0 (o 5'),P314313.10.1.0 (b.e. 7'),P314313.14.4.0 (r 1),P334040.29.2.0 (r 7),P334048.9.4.0 (o 8),P334069.6.3.0 (o 5),P334069.41.2.0 (r 17),P334074.24.2.0 (r 6),P334076.9.1.0 (o 8),P334076.17.2.0 (o 16),P334076.28.5.0 (r 4'),P334081.12.2.0 (o 11),P334084.10.4.0 (o 9),P334084.36.1.0 (r 12),P334093.8.3.1 (o 7),P334104.12.2.0 (o 11),P334104.38.1.1 (r 11'),P334104.48.3.0 (r 21'),P334104.49.2.0 (r 22'),P334104.49.4.0 (r 22'),P334114.5.1.0 (o 4),P334114.7.1.0 (o 6),P334114.7.3.0 (o 6),P334116.6.1.0 (o 5),P334116.25.4.0 (r 1),P334116.28.3.0 (r 4),P334116.40.1.0 (r 16),P334135.6.1.0 (o 5),P334141.18.3.0 (o 17),P334142.40.1.0 (r 8),P334142.41.1.0 (r 9),P334177.5.1.0 (o 4),P334177.5.3.0 (o 4),P334177.8.3.0 (o 7),P334177.12.3.0 (o 11),P334177.15.3.0 (o 14),P334177.16.1.0 (o 15),P334177.26.1.0 (r 5'),P334177.33.2.0 (r 12'),P334178.9.1.3 (o 8),P334178.10.1.0 (o 9),P334178.16.4.0 (o 15),P334178.39.1.3 (r 13'),P334178.44.3.0 (r 18'),P334181.9.4.0 (o 8),P334181.12.1.0 (o 11),P334181.22.1.0 (r 2),P334181.35.3.0 (r 15),P334209.21.1.0 (r 7),P334212.4.2.0 (o 3),P334212.5.1.0 (o 4),P334212.10.2.0 (o 9),P334212.12.1.0 (o 11),P334223.5.1.0 (o 4),P334223.9.1.0 (o 8),P334223.18.4.0 (r 1'),P334223.22.1.0 (r 5'),P334291.28.2.0 (r 5),P334343.7.2.0 (o 6),P334345.6.2.0 (o 5),P334346.5.3.0 (o 4),P334346.7.2.0 (o 6),P334346.9.1.0 (o 8),P334349.7.3.0 (o 6),P334350.16.2.0 (o 15),P334351.9.1.0 (o 8),P334359.7.1.0 (o 6),P334360.6.1.0 (o 5),P334377.5.2.0 (o 4),P334377.31.1.0 (r 11'),P334432.3.1.0 (o 1'),P334432.7.2.0 (o 5'),P334432.16.2.0 (r 1),P334432.19.1.0 (r 4),P334432.22.1.0 (r 7),P334432.25.1.0 (r 10),P334446.18.1.0 (o 17),P334446.19.1.0 (o 18),P334446.30.1.0 (r 9),P334498.36.1.0 (r.e. 19),P334502.12.8.0 (o 11),P334504.27.2.0 (r 9'),P334565.13.4.0 (r 4'),P334661.6.3.0 (o 5),P334661.7.2.0 (o 6),P334674.5.3.0 (o 4),P334693.12.2.0 (o 10'),P334708.12.1.0 (o 10'),P334708.20.1.0 (o 18'),P334708.32.1.0 (r 6),P334716.8.3.0 (o 7),P334716.16.1.0 (o 15),P334772.38.7.0 (r 11),P334772.39.8.0 (r 12),P334774.19.1.0 (o 18),P334774.20.2.0 (o 19),P334774.21.1.0 (o 20),P334776.14.3.0 (o 12'),P334780.11.1.0 (r 6'),P334783.28.4.0 (r 10'),P334831.12.3.1 (o 10'),P334837.21.6.0 (r 1),P334846.10.2.0 (o 9),P334857.9.2.0 (o 8),P334857.19.7.0 (r 1'),P334910.6.4.0 (o 5),P334910.10.2.0 (o 9),P334910.15.1.0 (o 14),P334910.22.2.0 (b.e. 20),P334910.24.1.0 (r 1),P334910.24.3.0 (r 1),P334910.29.3.0 (r 6),P334916.5.2.0 (o 4),P334916.7.1.0 (o 6),P334916.13.2.0 (o 12),P334920.20.7.0 (r 7'),P393855.25.1.0 (r 5),X900009.9.6.0 (o 8),X900009.18.2.0 (o 17)",177
488,ŠA,md,,,"P224485.20.7.0 (o 19),P224485.27.5.0 (o 26)",2
489,ŠA,mm,,,"P313523.16.1.0 (r 3),P314000.4.1.0 (o 2'),P314244.6.2.1 (r 3)",3
490,ŠA,p,,,"P313417.19.3.0 (o 18),P313417.32.1.0 (r 2),P313417.37.1.0 (r 7),P313417.40.4.0 (r 10),P313417.43.2.0 (r 13),P313458.5.7.0 (o 4),P313491.14.3.0 (o 12'),P313491.18.3.0 (o 16'),P313491.30.2.0 (r 3'),P313596.4.6.0 (o 2'),P313617.7.3.0 (o 5'),P313617.8.2.0 (o 6'),P313617.15.3.0 (r 5),P313626.21.2.0 (r 2),P313626.25.2.0 (r 6),P313626.28.1.0 (r 9),P313644.31.3.0 (r 1),P313679.5.2.0 (o 4),P313699.12.2.0 (o 16),P313852.4.1.0 (o 2'),P313874.10.2.0 (r 3'),P313923.18.1.0 (r 2),P314144.6.1.0 (o 4'),P314200.14.1.0 (r 3'),P314230.3.7.0 (o 1'),P334078.7.4.0 (o 6),P334090.15.2.0 (o 14),P334093.28.2.0 (r 9'),P334158.21.1.0 (r 4'),P334158.25.2.0 (r 8'),P334181.11.2.0 (o 10),P334181.19.1.0 (b.e. 17),P334256.8.1.0 (o 7),P334256.11.2.0 (o 10),P334256.13.1.0 (o 12),P334256.16.1.0 (r 1),P334338.6.3.0 (o 5),P334586.6.3.0 (o 3),P334587.5.1.0 (o 3),P334598.7.1.0 (o 5'),P334598.18.1.0 (r 4),P334663.6.1.0 (o 5),P336169.17.1.0 (r 5'),P337150.9.3.0 (o 8),P337150.12.1.0 (o 11),P337150.14.1.0 (o 13),P337150.23.3.0 (r 1),X900009.38.8.0 (r 10'),X900010.28.2.0 (r 2)",49
491,ŠA,t,,,"P313421.5.4.0 (o 4),P313421.6.2.0 (o 5),P313509.22.3.0 (r 4'),P313686.3.5.0 (o 1'),P313985.5.2.0 (o 4),P334049.5.1.0 (o 4),P334090.5.1.0 (o 4),P334091.17.1.0 (r 5'),P334163.14.1.0 (o 13),P334163.29.1.0 (r 9),P334163.33.2.0 (r 13),P334222.6.1.0 (o 5),P334222.8.4.0 (o 7),P334222.9.1.0 (o 8),P334222.11.2.0 (o 10),P334222.12.1.0 (o 11),P334222.15.3.0 (o 14),P334222.31.4.0 (r 11),P334308.25.1.0 (r 3)",19
492,ŠA,td,,,"P313445.24.6.0 (r 7'),P334056.5.1.0 (o 4),P334056.6.2.0 (o 5),P334056.6.4.0 (o 5),P334056.9.1.0 (o 8),P334142.36.3.0 (r 4),P334142.37.3.0 (r 5),P334182.18.3.0 (r 5')",8
493,ŠA,tdm,,,"P313515.6.1.0 (o 5),P313515.9.1.0 (o 8),P334182.7.1.0 (o 6),P334182.8.2.0 (o 7)",4
494,ŠA,tdym,,,P334321.16.4.0 (r 2),1
495,ŠA,tm,,,"P313470.5.2.0 (o 4),P313470.12.2.0 (o 11),P313470.33.1.0 (r 10'),P313498.17.3.0 (r 2'),P313509.14.1.0 (o 13),P313509.28.1.0 (r 10'),P314257.5.3.0 (o 4),P334136.10.3.0 (o 9),P334222.26.3.0 (r 6),P334222.27.1.0 (r 7),P393866.10.1.0 (o 9)",11
496,ŠA,tp,,,"P334092.4.3.0 (o 3),P334093.5.4.0 (o 4)",2
497,ŠA,ty,,,"P313421.7.1.0 (o 6),P313853.9.6.0 (o 7'),P314028.7.5.0 (o 5'),P334090.11.1.0 (o 10),P334092.25.1.0 (r 2'),P334361.6.1.0 (o 5),P334361.29.1.0 (r 12),P334361.31.1.0 (r 14),P334410.7.1.0 (o 5'),P334410.14.1.0 (r 5),P334705.13.1.0 (o 11'),P334705.16.2.0 (o 14'),P334705.22.2.0 (r 2),P334705.22.4.0 (r 2),P334705.23.2.0 (r 3),P334705.30.1.0 (r 10),P334894.5.1.0 (o 4),P334894.7.1.0 (o 6),P334894.26.1.0 (r 9'),X900007.5.2.0 (o 4),X900007.6.1.0 (o 5)",21
498,ŠA,tyd,,,P314149.5.4.0 (o 3'),1
499,ŠA,tym,,,"P313616.15.2.0 (r 1),P313997.7.6.1 (o 5'),P314257.7.1.0 (o 6),P314257.9.1.0 (o 8),P314286.5.1.0 (o 3'),P314286.9.3.0 (o 7'),P314286.10.1.0 (o 8'),P314286.25.1.0 (r 8'),P314289.4.1.0 (o 2'),P314289.5.2.0 (o 3'),P314289.9.1.0 (o 7'),P314294.5.2.0 (o 4),P314294.6.1.0 (o 5),P314294.25.2.0 (r.e. 11),P334136.25.2.0 (r 6),P334211.6.3.0 (o 5),P334211.11.1.0 (o 10),P334211.16.4.0 (o 15),P334567.6.1.0 (o 5),P334567.7.5.0 (o 6),P334567.28.4.0 (r 9),P334568.9.2.0 (o 8),P334568.10.1.0 (o 9),P334568.24.2.0 (r 10'),P334861.8.6.0 (o 7),P334894.14.2.0 (o 13),P334894.21.1.0 (r 4')",27
500,ŠA,y,,,"P313420.10.2.0 (o 9),P313434.5.2.0 (o 4),P313453.8.4.0 (o 6'),P313453.12.6.0 (o 10'),P313453.12.8.0 (o 10'),P313453.31.4.0 (r 11),P313455.11.1.0 (o 10),P313457.6.1.0 (o 5),P313457.8.1.0 (o 7),P313471.24.1.0 (r 4),P313482.3.4.0 (o 1'),P313494.5.4.0 (o 4),P313507.6.4.0 (o 4'),P313540.5.4.0 (o 4),P313540.9.2.0 (o 8),P313540.15.1.0 (o 14),P313543.8.3.0 (o 6'),P313543.12.1.0 (o 10'),P313543.15.2.0 (b.e. 12'),P313547.16.1.0 (o 14'),P313551.15.1.0 (r 1),P313553.14.2.0 (o 12'),P313560.6.6.0 (o 4'),P313560.10.5.1 (o 8'),P313560.12.5.0 (o 10'),P313571.31.4.0 (r 8),P313586.4.3.0 (o 2'),P313587.11.4.0 (o 9),P313587.24.1.0 (r 2),P313587.25.2.0 (r 3),P313587.27.2.0 (r 5),P313587.30.3.0 (r 8),P313595.6.1.0 (o 4'),P313657.6.3.1 (o 4'),P313667.7.1.0 (b.e. 4'),P313718.10.5.0 (o 8'),P313743.7.1.0 (o 6),P313773.19.4.0 (r 3),P313777.13.4.0 (o 9'),P313806.7.2.0 (b.e. 4'),P313852.20.2.0 (r 6'),P313863.8.7.0 (o 6'),P313880.20.1.0 (r 3),P313886.19.4.0 (e. 2),P313926.6.2.0 (o 5),P313985.7.2.0 (o 6),P314011.8.1.0 (o 6'),P314014.6.1.0 (o 4'),P314140.7.2.0 (o 5'),P314140.16.1.0 (r 1'),P314140.20.1.0 (r 5'),P314298.6.4.0 (o 4'),P314298.7.5.0 (o 5'),P314304.3.7.0 (o 1'),P314304.5.7.0 (o 3'),P314304.12.5.0 (o 10'),P334077.23.5.0 (o 22),P334077.23.8.0 (o 22),P334090.7.1.0 (o 6),P334107.6.1.0 (o 5),P334107.7.2.0 (o 6),P334107.16.2.0 (r 2'),P334119.5.4.0 (o 4),P334119.26.3.1 (b.e. 24),P334119.27.1.1 (b.e. 25),P334119.29.1.0 (r 1),P334119.31.1.0 (r 3),P334119.39.4.0 (r 11),P334119.40.2.0 (r 12),P334119.43.4.0 (r 15),P334157.6.2.0 (o 5),P334179.28.3.0 (r 3),P334180.5.1.1 (o 4),P334180.6.1.0 (o 5),P334180.14.1.1 (o 13),P334180.20.1.0 (r 2),P334180.29.2.0 (r 11),P334186.5.3.0 (o 4),P334257.7.2.0 (o 6),P334281.7.1.0 (o 6),P334281.13.1.0 (o 12),P334281.25.4.0 (nolabel),P334282.7.1.0 (o 6),P334308.7.3.0 (o 6),P334308.8.2.0 (o 7),P334337.4.4.0 (o 3),P334339.5.4.0 (o 4),P334339.11.2.0 (o 10),P334344.6.1.0 (o 5),P334344.7.1.0 (o 6),P334344.8.1.0 (o 7),P334344.17.1.0 (o 16),P334344.22.1.0 (o 21),P334344.24.1.0 (o 23),P334344.30.1.0 (r 3),P334344.32.2.0 (r 5),P334344.47.5.0 (r 20),P334344.49.1.0 (r 22),P334344.50.2.0 (r 23),P334413.7.1.0 (o 6),P334421.5.3.0 (o 3'),P334421.14.2.0 (o 12'),P334421.18.2.0 (r 1),P334421.21.2.0 (r 4),P334421.24.2.0 (r 7),P334499.7.1.0 (o 6),P334502.21.2.0 (r 5'),P334507.5.4.0 (o 4),P334595.4.3.0 (o 2'),P334595.5.3.0 (o 3'),P334595.6.1.0 (o 4'),P334595.8.1.0 (o 6'),P334595.21.1.0 (r 5),P334595.23.1.0 (r 7),P334595.23.3.0 (r 7),P334606.32.1.0 (r 4),P334656.6.1.0 (o 5),P334656.10.1.0 (o 9),P334673.8.2.0 (o 7),P334673.11.2.0 (o 10),P334688.16.4.0 (r 10'),P334695.41.3.0 (e. 1),P334697.4.4.0 (o 2'),P334697.6.1.0 (o 4'),P334782.11.5.0 (o 10),P334795.15.1.0 (r 2),P334864.15.2.0 (b.e. 12'),P334864.22.7.0 (r 5),P336178.10.1.0 (o 9),X900006.5.1.0 (o 4)",130
