,headword,xis_entry,form,xis_form,instances_all
1646,alāku[go]V,akk.r00138,it-ta-lak,akk.r001a7,"saao/sargonletters:P313442.7.5,saao/sargonletters:P313471.26.3,saao/sargonletters:P313472.51.3,saao/sargonletters:P313510.55.6,saao/sargonletters:P313516.42.7,saao/sargonletters:P313537.4.3,saao/sargonletters:P313711.28.1,saao/sargonletters:P313778.23.2,saao/sargonletters:P313802.5.3,saao/sargonletters:P313814.6.4,saao/sargonletters:P313867.7.3,saao/sargonletters:P313917.9.1,saao/sargonletters:P314293.22.9,saao/sargonletters:P334050.16.3,saao/sargonletters:P334050.9.3,saao/sargonletters:P334100.47.1,saao/sargonletters:P334104.44.1,saao/sargonletters:P334142.31.4,saao/sargonletters:P334143.29.3,saao/sargonletters:P334143.33.3,saao/sargonletters:P334346.11.1,saao/sargonletters:P334442.26.1,saao/sargonletters:P334520.14.1,saao/sargonletters:P334671.29.2,saao/sargonletters:P334692.13.1,saao/sargonletters:P334692.20.1,saao/sargonletters:P334692.7.1,saao/sargonletters:P334731.28.1,saao/sargonletters:P334772.8.1,saao/sargonletters:P334826.17.1,saao/sargonletters:P334916.28.5"
1647,alāku[go]V,akk.r00138,it-ta-ta-ku,akk.r001a8,"saao/sargonletters:P313498.11.1,saao/sargonletters:P314327.17.1"
1648,alāku[go]V,akk.r00138,it-ta-tak-ku,akk.r001a9,"saao/sargonletters:P313444.5.9,saao/sargonletters:P314037.14.2"
1649,alāku[go]V,akk.r00138,it-tal-ka,akk.r001aa,"saao/sargonletters:P224485.29.1,saao/sargonletters:P224485.5.4,saao/sargonletters:P313451.14.1,saao/sargonletters:P313473.7.1,saao/sargonletters:P313477.40.1,saao/sargonletters:P313483.14.2,saao/sargonletters:P313506.13.1,saao/sargonletters:P313508.11.1,saao/sargonletters:P313510.45.5,saao/sargonletters:P313510.60.4,saao/sargonletters:P313747.26.1,saao/sargonletters:P313814.67.8,saao/sargonletters:P314070.20.1,saao/sargonletters:P314070.9.1,saao/sargonletters:P314215.8.3,saao/sargonletters:P314292.11.2,saao/sargonletters:P314302.7.2,saao/sargonletters:P334049.10.2,saao/sargonletters:P334050.23.3,saao/sargonletters:P334051.7.1,saao/sargonletters:P334060.20.1,saao/sargonletters:P334100.43.3,saao/sargonletters:P334104.16.1,saao/sargonletters:P334104.19.4,saao/sargonletters:P334118.10.1,saao/sargonletters:P334142.15.3,saao/sargonletters:P334143.11.6,saao/sargonletters:P334167.13.1,saao/sargonletters:P334168.14.1,saao/sargonletters:P334186.13.3,saao/sargonletters:P334223.14.1,saao/sargonletters:P334291.16.5,saao/sargonletters:P334343.13.1,saao/sargonletters:P334357.8.1,saao/sargonletters:P334373.10.2,saao/sargonletters:P334386.36.1,saao/sargonletters:P334386.5.1,saao/sargonletters:P334421.8.4,saao/sargonletters:P334442.29.1,saao/sargonletters:P334483.21.3,saao/sargonletters:P334497.7.1,saao/sargonletters:P334498.39.10,saao/sargonletters:P334540.30.1,saao/sargonletters:P334559.6.1,saao/sargonletters:P334609.23.4,saao/sargonletters:P334661.12.3,saao/sargonletters:P334687.14.3,saao/sargonletters:P334697.24.2,saao/sargonletters:P334721.6.3,saao/sargonletters:P334773.13.1,saao/sargonletters:P334820.32.3,saao/sargonletters:P334835.10.1,saao/sargonletters:P334894.8.3,saao/sargonletters:P336169.20.1,saao/sargonletters:P336771.8.3,saao/sargonletters:P337151.9.1"
1650,alāku[go]V,akk.r00138,it-tal-ku,akk.r001ab,"saao/sargonletters:P313419.25.2,saao/sargonletters:P313420.24.4,saao/sargonletters:P313507.18.1,saao/sargonletters:P313510.31.6,saao/sargonletters:P313747.28.1,saao/sargonletters:P313762.7.6,saao/sargonletters:P334092.29.5,saao/sargonletters:P334135.24.1,saao/sargonletters:P334142.51.5,saao/sargonletters:P334385.7.1,saao/sargonletters:P334520.20.2,saao/sargonletters:P334606.33.1,saao/sargonletters:P334606.37.1,saao/sargonletters:P334609.17.2,saao/sargonletters:P334727.9.4,saao/sargonletters:P334894.11.5,saao/sargonletters:P336635.9.4"
1651,alāku[go]V,akk.r00138,it-tal-ku-ni,akk.r001ac,"saao/sargonletters:P313477.18.5,saao/sargonletters:P313487.20.3,saao/sargonletters:P313529.18.3,saao/sargonletters:P313553.16.1,saao/sargonletters:P313559.32.4,saao/sargonletters:P314061.5.7,saao/sargonletters:P334083.10.3,saao/sargonletters:P334141.10.1,saao/sargonletters:P334210.9.1,saao/sargonletters:P334333.11.2,saao/sargonletters:P334343.16.3,saao/sargonletters:P334567.15.1,saao/sargonletters:P334704.9.1,saao/sargonletters:P334774.14.2"
1652,alāku[go]V,akk.r00138,it-tal-ku-nu,akk.r001ad,"saao/sargonletters:P313515.10.3,saao/sargonletters:P334223.22.3"
1653,alāku[go]V,akk.r00138,it-tal-ku-u-ni,akk.r001ae,"saao/sargonletters:P313472.19.5,saao/sargonletters:P313477.34.3,saao/sargonletters:P313507.15.3,saao/sargonletters:P313817.22.4,saao/sargonletters:P313820.6.1,saao/sargonletters:P334075.19.2,saao/sargonletters:P334119.44.3,saao/sargonletters:P334186.11.1,saao/sargonletters:P334186.32.3,saao/sargonletters:P334187.11.2,saao/sargonletters:P334187.16.3,saao/sargonletters:P334187.7.1,saao/sargonletters:P334386.10.2,saao/sargonletters:P334609.14.1,saao/sargonletters:P334731.10.1,saao/sargonletters:P334858.16.3,saao/sargonletters:P334858.29.5,saao/sargonletters:P334858.8.8,saao/sargonletters:P334916.8.3"
1654,alāku[go]V,akk.r00138,it-tal-ku-u₂-ni,akk.r001af,saao/sargonletters:P334084.19.1
1655,alāku[go]V,akk.r00138,la-al-li-ka,akk.r001b0,"saao/sargonletters:P313844.4.3,saao/sargonletters:P334534.19.1"
1656,alāku[go]V,akk.r00138,la-al-li-ki,akk.r001b1,saao/sargonletters:P314292.14.1
1657,alāku[go]V,akk.r00138,la-al-lik,akk.r001b2,"saao/sargonletters:P313629.18.2,saao/sargonletters:P313874.11.3,saao/sargonletters:P314068.16.1,saao/sargonletters:P314260.5.5,saao/sargonletters:P334586.10.5,saao/sargonletters:P334703.23.4,saao/sargonletters:P334773.10.2,saao/sargonletters:P334773.12.4,saao/sargonletters:P334779.12.2"
1658,alāku[go]V,akk.r00138,la-al-lik-ka,akk.r001b3,saao/sargonletters:P334179.7.3
1659,alāku[go]V,akk.r00138,la-li-ka,akk.r001b4,saao/sargonletters:P334043.13.1
1660,alāku[go]V,akk.r00138,la-li-ki,akk.r001b5,"saao/sargonletters:P334181.33.1,saao/sargonletters:P334411.10.1,saao/sargonletters:P334612.36.5"
1661,alāku[go]V,akk.r00138,lal-li-ik,akk.r001b6,saao/sargonletters:X900012.29.8
1662,alāku[go]V,akk.r00138,lal-li-ka,akk.r001b7,"saao/sargonletters:P313500.17.1,saao/sargonletters:P334388.33.4,saao/sargonletters:P334558.17.1,saao/sargonletters:P334568.18.1"
1663,alāku[go]V,akk.r00138,lal-lik,akk.r001b8,"saao/sargonletters:P313477.44.2,saao/sargonletters:P313644.37.5"
1664,alāku[go]V,akk.r00138,lal-lik-ka,akk.r001b9,saao/sargonletters:P334518.6.3
1665,alāku[go]V,akk.r00138,li-it-ta-at-lak,akk.r001ba,saao/sargonletters:P334114.55.3
1666,alāku[go]V,akk.r00138,li-kal-ka,akk.r001bb,"saao/sargonletters:P314026.17.1,saao/sargonletters:P334036.33.1,saao/sargonletters:P334411.8.1"
1667,alāku[go]V,akk.r00138,li-li-ik,akk.r001bc,saao/sargonletters:P313965.5.6
1668,alāku[go]V,akk.r00138,li-li-ka,akk.r001bd,"saao/sargonletters:P313600.16.2,saao/sargonletters:P334222.38.2,saao/sargonletters:P334381.44.3,saao/sargonletters:P334629.8.3,saao/sargonletters:P334792.19.1"
1669,alāku[go]V,akk.r00138,li-li-ka-a,akk.r001be,saao/sargonletters:P334837.28.3
1670,alāku[go]V,akk.r00138,li-li-ku,akk.r001bf,saao/sargonletters:P334178.38.1
1671,alāku[go]V,akk.r00138,li-li-ku-ne₂-e,akk.r001c0,saao/sargonletters:P334178.48.5
1672,alāku[go]V,akk.r00138,li-li-ku-ni,akk.r001c1,"saao/sargonletters:P314296.22.6,saao/sargonletters:P334917.25.4"
1673,alāku[go]V,akk.r00138,li-li-ku-u-ni,akk.r001c2,saao/sargonletters:P313614.22.1
1674,alāku[go]V,akk.r00138,li-lik,akk.r001c3,saao/sargonletters:P334774.40.3
1675,alāku[go]V,akk.r00138,lik-al-ka,akk.r001c4,saao/sargonletters:P334143.17.5
1676,alāku[go]V,akk.r00138,lil-li-ka,akk.r001c5,"saao/sargonletters:P224485.29.2,saao/sargonletters:P224485.65.1,saao/sargonletters:P313452.39.2,saao/sargonletters:P313457.14.3,saao/sargonletters:P313502.34.1,saao/sargonletters:P313700.19.1,saao/sargonletters:P313885.12.1,saao/sargonletters:P313946.10.1,saao/sargonletters:P314230.8.3,saao/sargonletters:P334044.13.3,saao/sargonletters:P334048.38.1,saao/sargonletters:P334114.42.1,saao/sargonletters:P334114.45.1,saao/sargonletters:P334135.11.5,saao/sargonletters:P334135.15.2,saao/sargonletters:P334163.30.1,saao/sargonletters:P334163.32.3,saao/sargonletters:P334187.44.1,saao/sargonletters:P334187.45.2,saao/sargonletters:P334298.40.2,saao/sargonletters:P334345.17.1,saao/sargonletters:P334421.11.3,saao/sargonletters:P334595.22.2,saao/sargonletters:P334631.10.1,saao/sargonletters:P334633.21.2,saao/sargonletters:P334667.11.1,saao/sargonletters:P334667.13.1,saao/sargonletters:P334774.37.6,saao/sargonletters:P334820.8.3,saao/sargonletters:P334841.6.1"
1677,alāku[go]V,akk.r00138,lil-li-ki,akk.r001c6,"saao/sargonletters:P314313.18.1,saao/sargonletters:P334199.31.1,saao/sargonletters:P334199.32.1,saao/sargonletters:P334200.33.1,saao/sargonletters:P334895.10.3"
1678,alāku[go]V,akk.r00138,lil-li-ku,akk.r001c7,"saao/sargonletters:P313454.24.1,saao/sargonletters:P313539.24.4,saao/sargonletters:P313897.6.1,saao/sargonletters:P314026.26.3,saao/sargonletters:P314243.13.1,saao/sargonletters:P314326.23.4,saao/sargonletters:P334044.30.3,saao/sargonletters:P334150.12.2,saao/sargonletters:P334203.9.1,saao/sargonletters:P334372.17.1,saao/sargonletters:P334496.31.2,saao/sargonletters:P334496.36.2,saao/sargonletters:P334504.29.1,saao/sargonletters:P334865.11.1,saao/sargonletters:P334865.29.2,saao/sargonletters:P334865.34.3"
1679,alāku[go]V,akk.r00138,lil-li-ku-ne₂-e,akk.r001c8,saao/sargonletters:P334435.21.2
1680,alāku[go]V,akk.r00138,lil-li-ku-ni,akk.r001c9,"saao/sargonletters:P313507.11.3,saao/sargonletters:P314326.25.5,saao/sargonletters:P334060.24.1,saao/sargonletters:P334079.26.1,saao/sargonletters:P334084.39.1,saao/sargonletters:P334704.18.5,saao/sargonletters:X900015.27.2"
1681,alāku[go]V,akk.r00138,lil-li-ku-nu,akk.r001ca,saao/sargonletters:P313491.31.1
1682,alāku[go]V,akk.r00138,lil-li-ku-u-ni,akk.r001cb,"saao/sargonletters:P313487.21.1,saao/sargonletters:P313507.8.2,saao/sargonletters:P314292.8.2,saao/sargonletters:P334322.15.6"
1683,alāku[go]V,akk.r00138,lil-lik,akk.r001cc,"saao/sargonletters:P313481.9.3,saao/sargonletters:P313502.30.3,saao/sargonletters:P314292.15.4,saao/sargonletters:P334114.23.1,saao/sargonletters:P334807.26.1,saao/sargonletters:P334849.12.2,saao/sargonletters:X900004.10.1"
1684,alāku[go]V,akk.r00138,lil-lik-u-ne₂-e,akk.r001cd,saao/sargonletters:P313515.21.1
1685,alāku[go]V,akk.r00138,lil-lik-u-ni,akk.r001ce,"saao/sargonletters:P313814.34.4,saao/sargonletters:P313878.7.2,saao/sargonletters:P334163.43.3,saao/sargonletters:P334710.9.3,saao/sargonletters:P334858.6.9"
1686,alāku[go]V,akk.r00138,lil-lik-u₂-ni,akk.r001cf,saao/sargonletters:P313814.26.9
1687,alāku[go]V,akk.r00138,ni-il-la-ka,akk.r001d0,"saao/sargonletters:P334322.54.2,saao/sargonletters:P334728.29.1"
1688,alāku[go]V,akk.r00138,ni-il-lak,akk.r001d1,"saao/sargonletters:P313571.3.1,saao/sargonletters:P313640.24.1,saao/sargonletters:P314134.7.4,saao/sargonletters:P334036.34.2,saao/sargonletters:P334322.54.4,saao/sargonletters:P334332.30.2,saao/sargonletters:P334483.30.3,saao/sargonletters:P334703.11.3,saao/sargonletters:P334731.39.2,saao/sargonletters:P334847.23.10"
1689,alāku[go]V,akk.r00138,ni-il-li-ka,akk.r001d2,saao/sargonletters:P313757.8.3
1690,alāku[go]V,akk.r00138,ni-il-lik,akk.r001d3,"saao/sargonletters:P313635.7.1,saao/sargonletters:P334187.36.4,saao/sargonletters:P334343.26.2,saao/sargonletters:P334343.27.2,saao/sargonletters:P334692.11.1"
1691,alāku[go]V,akk.r00138,ni-il-lik-u-ni,akk.r001d4,"saao/sargonletters:P313801.10.1,saao/sargonletters:P334056.10.1"
1692,alāku[go]V,akk.r00138,ni-la-ka,akk.r001d5,saao/sargonletters:P334332.33.1
1693,alāku[go]V,akk.r00138,ni-lak,akk.r001d6,saao/sargonletters:P313653.13.6
1694,alāku[go]V,akk.r00138,ni-lak-an-ni,akk.r001d7,saao/sargonletters:P313814.49.7
1695,alāku[go]V,akk.r00138,ni-li-ka,akk.r001d8,saao/sargonletters:P334633.15.4
1696,alāku[go]V,akk.r00138,ni-li-ki,akk.r001d9,saao/sargonletters:P313470.10.5
1697,alāku[go]V,akk.r00138,ni-lik-a-ni,akk.r001da,saao/sargonletters:P334332.16.1
1698,alāku[go]V,akk.r00138,ni-ta-la-ka,akk.r001db,saao/sargonletters:P334776.9.2
1699,alāku[go]V,akk.r00138,ni-ta-lak,akk.r001dc,"saao/sargonletters:P313437.6.4,saao/sargonletters:P334483.37.4,saao/sargonletters:X900005.15.2"
1700,alāku[go]V,akk.r00138,ni-tal-ak,akk.r001dd,saao/sargonletters:P334359.28.1
1701,alāku[go]V,akk.r00138,ni-tal-ka,akk.r001de,saao/sargonletters:P313457.10.3
1702,alāku[go]V,akk.r00138,ta-at-tal-ka,akk.r001df,"saao/sargonletters:P334105.10.1,saao/sargonletters:P334683.24.3"
1703,alāku[go]V,akk.r00138,ta-la-ka,akk.r001e0,saao/sargonletters:P313856.7.1
1704,alāku[go]V,akk.r00138,ta-lak,akk.r001e1,saao/sargonletters:P334372.16.1
1705,alāku[go]V,akk.r00138,ta-lak-a-ni,akk.r001e2,saao/sargonletters:P334676.19.2
1706,alāku[go]V,akk.r00138,ta-li-ik,akk.r001e3,saao/sargonletters:P334038.22.2
1707,alāku[go]V,akk.r00138,ta-li-ka,akk.r001e4,"saao/sargonletters:P334037.12.1,saao/sargonletters:P334037.18.4,saao/sargonletters:P334038.25.4"
1708,alāku[go]V,akk.r00138,ta-li-ka-ni,akk.r001e5,saao/sargonletters:P313450.4.4
1709,alāku[go]V,akk.r00138,ta-li-kan-ni,akk.r001e6,saao/sargonletters:P334793.6.2
1710,alāku[go]V,akk.r00138,ta-li-ki,akk.r001e7,saao/sargonletters:P334564.18.2
1711,alāku[go]V,akk.r00138,ta-li-ku-u-ni,akk.r001e8,saao/sargonletters:P334178.10.3
1712,alāku[go]V,akk.r00138,ta-lik-u-ni,akk.r001e9,saao/sargonletters:P334837.11.5
1713,alāku[go]V,akk.r00138,ta-ta-al-ka,akk.r001ea,"saao/sargonletters:P313628.5.1,saao/sargonletters:P334177.9.1"
1714,alāku[go]V,akk.r00138,ta-tal-ka,akk.r001eb,"saao/sargonletters:P334037.13.3,saao/sargonletters:P334050.6.3,saao/sargonletters:P334143.25.3,saao/sargonletters:P334839.11.2"
1715,alāku[go]V,akk.r00138,ta-tal-ka-ni,akk.r001ec,saao/sargonletters:P334483.32.3
1716,alāku[go]V,akk.r00138,tal-la-ka,akk.r001ed,"saao/sargonletters:P313472.56.2,saao/sargonletters:P334332.10.1,saao/sargonletters:P334858.22.5"
1717,alāku[go]V,akk.r00138,tal-la-kan-ni,akk.r001ee,saao/sargonletters:P334483.27.2
1718,alāku[go]V,akk.r00138,tal-lak,akk.r001ef,saao/sargonletters:X900012.31.6
1719,alāku[go]V,akk.r00138,tal-lak-a-ni,akk.r001f0,saao/sargonletters:P313447.7.4
1720,alāku[go]V,akk.r00138,tal-lak-an-ni,akk.r001f1,saao/sargonletters:P313457.31.3
1721,alāku[go]V,akk.r00138,tal-lak-u-ni,akk.r001f2,saao/sargonletters:P334586.11.2
1722,alāku[go]V,akk.r00138,tal-li-ka,akk.r001f3,"saao/sargonletters:P313876.5.4,saao/sargonletters:P334858.20.7"
1723,alāku[go]V,akk.r00138,tal-li-kan-ni,akk.r001f4,saao/sargonletters:P334369.10.4
1724,alāku[go]V,akk.r00138,tal-lik-an-ni,akk.r001f5,"saao/sargonletters:P313659.6.4,saao/sargonletters:P334116.29.2"
1725,alāku[go]V,akk.r00138,u₂-ša-lak,akk.r001f6,saao/sargonletters:P334093.8.3
1726,ammaka[there]AV,akk.r00263,a-ma-ka,akk.r00264,saao/sargonletters:P334361.16.2
1727,ammaka[there]AV,akk.r00263,am-ma-ka,akk.r00265,"saao/sargonletters:P313417.17.3,saao/sargonletters:P313434.14.3,saao/sargonletters:P313481.10.3,saao/sargonletters:P334114.35.2,saao/sargonletters:P334135.26.2,saao/sargonletters:P334343.20.2,saao/sargonletters:P334367.32.2,saao/sargonletters:P334805.25.1"
1728,ammaka[there]AV,akk.r00263,am-ma-ka-ma,akk.r00266,"saao/sargonletters:P334049.17.1,saao/sargonletters:P334369.21.1"
1729,ammaka[there]AV,akk.r00263,am-ma-kam-ma,akk.r00267,"saao/sargonletters:P334141.28.3,saao/sargonletters:P334145.11.1"
1730,ammaka[there]AV,akk.r00263,ma-ak-ka,akk.r00268,saao/sargonletters:P337150.26.2
1731,ammaka[there]AV,akk.r00263,ma-ka,akk.r00269,"saao/sargonletters:P224485.51.7,saao/sargonletters:P314289.20.2,saao/sargonletters:P314301.17.4,saao/sargonletters:P334092.12.5"
1732,ammar[as much as]REL,akk.r0026c,DUMU,akk.r0026d,saao/sargonletters:P334258.14.1
1733,ammar[as much as]REL,akk.r0026c,a-mar,akk.r0026e,"saao/sargonletters:P313425.30.1,saao/sargonletters:P313425.43.1,saao/sargonletters:P313887.16.1,saao/sargonletters:P334069.41.1,saao/sargonletters:P334092.12.3,saao/sargonletters:P334263.9.1"
1734,ammar[as much as]REL,akk.r0026c,am-mar,akk.r0026f,"saao/sargonletters:P224485.23.6,saao/sargonletters:P313417.6.3,saao/sargonletters:P313435.17.3,saao/sargonletters:P313437.9.1,saao/sargonletters:P313458.12.6,saao/sargonletters:P313458.5.6,saao/sargonletters:P313470.20.8,saao/sargonletters:P313506.13.3,saao/sargonletters:P313507.21.3,saao/sargonletters:P313516.49.4,saao/sargonletters:P313598.19.1,saao/sargonletters:P313716.5.1,saao/sargonletters:P313747.9.2,saao/sargonletters:P313774.11.6,saao/sargonletters:P313814.29.7,saao/sargonletters:P313814.47.5,saao/sargonletters:P313814.82.15,saao/sargonletters:P313814.83.11,saao/sargonletters:P313814.84.1,saao/sargonletters:P313853.10.1,saao/sargonletters:P314048.12.1,saao/sargonletters:P314088.8.3,saao/sargonletters:P314384.4.3,saao/sargonletters:P334074.12.2,saao/sargonletters:P334074.19.1,saao/sargonletters:P334078.14.1,saao/sargonletters:P334107.16.1,saao/sargonletters:P334158.12.2,saao/sargonletters:P334163.34.3,saao/sargonletters:P334193.5.1,saao/sargonletters:P334193.6.3,saao/sargonletters:P334211.13.2,saao/sargonletters:P334222.26.1,saao/sargonletters:P334328.26.1,saao/sargonletters:P334347.33.1,saao/sargonletters:P334369.14.3,saao/sargonletters:P334369.8.2,saao/sargonletters:P334386.16.4,saao/sargonletters:P334388.24.1,saao/sargonletters:P334498.24.3,saao/sargonletters:P334586.14.3,saao/sargonletters:P334586.18.4,saao/sargonletters:P334606.41.1,saao/sargonletters:P334607.8.1,saao/sargonletters:P334621.6.3,saao/sargonletters:P334621.7.1,saao/sargonletters:P334683.25.2,saao/sargonletters:P334694.14.5,saao/sargonletters:P334708.9.2,saao/sargonletters:P334710.19.2,saao/sargonletters:P334710.5.1,saao/sargonletters:P334718.18.2,saao/sargonletters:P334731.15.1,saao/sargonletters:P334781.9.3,saao/sargonletters:P334917.6.1,saao/sargonletters:P334922.20.1"
1735,ammar[as much as]REL,akk.r0026c,mar,akk.r00270,"saao/sargonletters:P313417.40.2,saao/sargonletters:P313445.9.5,saao/sargonletters:P313540.24.3,saao/sargonletters:P313610.8.1,saao/sargonletters:P334072.5.1,saao/sargonletters:P334100.35.4,saao/sargonletters:P334135.33.4,saao/sargonletters:P334186.7.2,saao/sargonletters:P334282.10.2,saao/sargonletters:P334318.19.3,saao/sargonletters:P334385.7.3,saao/sargonletters:P334410.4.1,saao/sargonletters:P334772.6.3"
1736,ammatu[unit]N,akk.r00285,KUŠ₃,akk.r00286,"saao/sargonletters:P313439.10.7,saao/sargonletters:P313439.13.6,saao/sargonletters:P313439.8.5,saao/sargonletters:P313480.28.4,saao/sargonletters:P313742.11.4,saao/sargonletters:P313742.12.6,saao/sargonletters:P313742.14.5,saao/sargonletters:P313742.19.10,saao/sargonletters:P313742.19.5,saao/sargonletters:P313742.21.5,saao/sargonletters:P313742.21.9,saao/sargonletters:P313880.21.4,saao/sargonletters:P334078.13.4,saao/sargonletters:P334078.25.4,saao/sargonletters:P334078.26.2,saao/sargonletters:P334078.27.2,saao/sargonletters:P334078.30.5,saao/sargonletters:P334078.31.2,saao/sargonletters:P334078.31.5,saao/sargonletters:P334078.34.4,saao/sargonletters:P334078.39.4,saao/sargonletters:P334078.40.2,saao/sargonletters:P334078.40.5,saao/sargonletters:P334078.43.4,saao/sargonletters:P334078.44.2,saao/sargonletters:P334317.12.2,saao/sargonletters:P334317.12.5,saao/sargonletters:P334317.13.2,saao/sargonletters:P334317.13.5,saao/sargonletters:P334317.14.2,saao/sargonletters:P334317.14.5,saao/sargonletters:P334317.2.2,saao/sargonletters:P334317.2.5,saao/sargonletters:P334317.4.2,saao/sargonletters:P334317.4.5,saao/sargonletters:P334317.6.2,saao/sargonletters:P334317.6.5,saao/sargonletters:P334317.8.2,saao/sargonletters:P334317.8.6,saao/sargonletters:P334322.27.5,saao/sargonletters:P334388.11.5,saao/sargonletters:P334388.12.3,saao/sargonletters:P334388.13.4,saao/sargonletters:P334388.13.7,saao/sargonletters:P334388.15.8,saao/sargonletters:P334388.17.6,saao/sargonletters:P334388.19.4,saao/sargonletters:X900014.24.3"
1737,ammatu[unit]N,akk.r00285,KUŠ₃-LUGAL,akk.r00287,"saao/sargonletters:P334078.12.4,saao/sargonletters:P334078.17.4"
1738,ammatu[unit]N,akk.r00285,KUŠ₃-MAN,akk.r00288,saao/sargonletters:P313742.8.6
1739,ammiu[that]DP,akk.r0028d,a-mu-te,akk.r0028e,saao/sargonletters:P334198.7.1
1740,ammiu[that]DP,akk.r0028d,am-ma-te,akk.r0028f,saao/sargonletters:P313613.6.1
1741,ammiu[that]DP,akk.r0028d,am-ma-ti,akk.r00290,saao/sargonletters:P313640.25.1
1742,ammiu[that]DP,akk.r0028d,am-me-te,akk.r00291,"saao/sargonletters:P313420.24.1,saao/sargonletters:P334038.17.3,saao/sargonletters:P334330.8.3"
1743,ammiu[that]DP,akk.r0028d,am-me-u₂,akk.r00292,saao/sargonletters:P313832.14.9
1744,ammiu[that]DP,akk.r0028d,am-mi-e,akk.r00293,saao/sargonletters:P313677.7.4
1745,ammiu[that]DP,akk.r0028d,am-mi-te,akk.r00294,saao/sargonletters:P313425.6.4
1746,ammiu[that]DP,akk.r0028d,am-mi-ti,akk.r00295,saao/sargonletters:P334049.13.4
1747,ammiu[that]DP,akk.r0028d,am-mi₃-iu-u,akk.r00296,saao/sargonletters:P334281.30.1
1748,ammiu[that]DP,akk.r0028d,am-mi₃-ti,akk.r00297,saao/sargonletters:P334412.7.4
1749,ammiu[that]DP,akk.r0028d,am-mi₃-u₂,akk.r00298,"saao/sargonletters:P313722.9.2,saao/sargonletters:P334199.10.2,saao/sargonletters:P334830.42.1"
1750,ammiu[that]DP,akk.r0028d,am-mu-te,akk.r00299,"saao/sargonletters:P313452.29.4,saao/sargonletters:P313454.16.2,saao/sargonletters:P313529.10.1,saao/sargonletters:P313617.8.1,saao/sargonletters:P334092.14.2,saao/sargonletters:P334092.15.1,saao/sargonletters:P334093.6.4,saao/sargonletters:P334093.7.2,saao/sargonletters:P334369.23.2,saao/sargonletters:P334772.46.8"
1751,ammiu[that]DP,akk.r0028d,am-mu-ti,akk.r0029a,"saao/sargonletters:P313711.24.2,saao/sargonletters:P334116.33.2,saao/sargonletters:P334195.5.1"
1752,ammiu[that]DP,akk.r0028d,am-mu-u-te,akk.r0029b,saao/sargonletters:P313471.7.2
1753,ammîša[there]AV,akk.r0029f,am-me-e-ša₂,akk.r0029f,saao/sargonletters:P334504.24.3
1754,amru[seen]AJ,akk.r002a0,am-ra-šu-nu-ni,akk.r002a1,saao/sargonletters:P334825.6.1
