lemma	norm	form	cf
Dadunu[1]GN	Daduni	{KUR}da-du-ni	1
Dala-il[1]PN	Dala-il	{1}da-la-DINGIR	1
Dalta[1]PN	Dalta	{1}dal-ta-a	11
Damunaya[1]EN	Damunaya	{LU₂}da-mu-na-a.a	1
Danibanu[1]GN	Danibani	{URU}da-ni-ba-ni	1
Dannaya[1]PN	Dannaya	{1}da-na-a	1
Darataya[1]EN	Darataya	{LU₂}da-ra-ta-a.a	1
Darati[1]GN	Darate	{URU}da-ra-a-te	1
Darati[1]GN	Darati	{URU}da-ra-a-ti	3
Dasukku[1]PN	Dasukku	{1}da-su-uk-ku	2
Denya[1]GN	Denya	{URU}DI-EN-ia	1
Deraya[from Der]EN	Deraya	{KUR}BAD₃.DINGIR{KI}-a.a	1
Deru[Der]GN	Dere	{URU}de-re	1
Deru[Der]GN	Deri	{URU}de-e-ri	5
Deru[Der]GN	Deri	{URU}de-ri	23
Deru[Der]GN	Derimma	{URU}de-ri-ma	1
Deru[Der]GN	Deru	{URU}de-e-ru	1
Deru[Der]GN	Deru	{URU}de-ru	1
Deru[Der]GN	deri	{URU}de-ri	1
Diglat[Tigris]WN	Diglat	{ID₂}di-ig-lat	1
Dimašqa[Damascus]GN	Dimašqa	{URU}di-maš-qa	1
Dimašqa[Damascus]GN	Dimašqi	{URU}di-maš-qi	2
Dimašqaya[Damascene]EN	Dimašqaya	{URU}di-maš-qa-a.a	1
Dinanu[1]PN	Dinanu	{1}di-na-nu	2
Dugul-pan-ili[1]PN	Dugul-pan-ili	{1}du-gul-IGI—DINGIR	2
Dur-Anuniti[1]GN	Dur-Anuniti	{URU}BAD₃-{d}a-nu-ni-ti	1
Dur-Atanate[1]GN	Dur-Atanate	{URU}BAD₃-a-ta-na-te	2
Dur-Atanate[1]GN	Dur-Atanate	{URU}BAD₃-{MI₂}ANŠE-MEŠ-te	1
Dur-Balihaya[1]GN	Dur-Bilihaya	{URU}BAD₃-bi-li-ha-a.a	1
Dur-Bel-ilaʾi[1]GN	Dur-Bel-ilaʾi	{URU}BAD₃-{1}EN—DINGIR-a.a	1
Dur-Bel-ilaʾi[1]GN	Dur-Bel-ilaʾi	{URU}BAD₃—EN—DINGIR-a.a	2
Dur-Bel-ilaʾi[1]GN	no-norm	{URU}BAD₃—EN—DINGIR-a.a	4
Dur-Kurigalzu[1]GN	Dur-Kurigalzi	BAD₃-{1}ku-ri-gal-zi	2
Dur-Kurigalzu[1]GN	Dur-Kurigalzi	{URU}BAD₃-ku-ri-gal-zi	1
Dur-Ladini[1]GN	Dur-Ladini	{URU}BAD₃-la-di-ni	3
Dur-Taliti[1]GN	Dur-Taliti	{URU}BAD₃-ta-li-ti	5
Dur-Yakin[1]GN	Dur-Yakini	{URU}BAD₃-ia-ki-ni	1
Dur-Yakin[1]GN	Dur-Yakini	{URU}BAD₃-{1}ia-ki-ni	1
Dur-Yakin[1]GN	Duru-ša-Yakin	{URU}BAD₃-ša-{1}ia-GIN	1
Dur-Yakinaya[Dur-Yakinite]EN	Dur-Yakinaya	{URU}BAD₃-ia-ki-na-a.a	1
Dur-Šamaš[1]GN	Dur-Šamaš	{URU}BAD₃-{d}UTU	2
Dur-Šarruken[1]GN	Dur-Šarruken	BAD₃—LUGAL—GI.NA{KI}	2
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃-{1}LUGAL—GI.NA	1
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃-{1}LUGAL—GIN	4
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃-{1}MAN—GI.NA	3
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃-{1}MAN—GIN	18
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃-{1}MAN—GIN.NA	1
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃—LUGAL-i-ku	1
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃—LUGAL—GI	1
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃—MAN-GIN	1
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃—MAN—GI.NA	3
Dur-Šarruken[1]GN	Dur-Šarruken	{URU}BAD₃—MAN—GIN	25
Dur-Šarrukku[1]GN	Dur-Šarrukku	BAD₃—LUGAL—GIN{KI}	1
Dur-Šarrukku[1]GN	Dur-Šarrukku	{URU}BAD₃-{1}LUGAL-uk-ku	1
Dur-Šarrukku[1]GN	Dur-Šarrukku	{URU}BAD₃—LUGAL-uk-ki	1
Duri-Adad[1]PN	Duri-Adad	{1}BAD₃-{d}IM	3
Duru[1]GN	Duru	{URU}BAD₃	1
Duyanusi[1]PN	Duyanusi	{1}du-ia-nu-si	2
Duʾani-Issar[1]PN	Duʾani-Issar	{1}du-ʾa-a-ni-{d}15	1
Duʾuzu[Tammuz]MN	Taʾuzi	{ITI}ŠU	7
Ea-šarru-ibni[1]PN	Ea-šarru-ibni	{1}{d}E₂.A—MAN—DU₃	1
Eber-nari[across the river]GN	Eber-nāri	{KUR}e-bir-ID₂	1
Ehimannaya[Ehimannean]EN	Ehimannaya	{URU}e-hi-man-a.a	1
Ehiye[1]PN	Ehiye	{1}e-hi-ie-e	1
Ekallati[1]GN	Ekallat	{URU}E₂.GAL-at	1
Ekallati[1]GN	Ekallati	{URU}E₂.GAL-MEŠ	4
Elamaya[Elamite]EN	Elamaya	{KUR}NIM.MA-a.a	1
Elamaya[Elamite]EN	Elamaya	{KUR}NIM.MA{KI}-a.a	3
Elamaya[Elamite]EN	Elamaya	{KUR}e-lam-a.a	2
Elamaya[Elamite]EN	Elamaya	{LU₂}NIM.MA-a.a	1
Elamtu[Elam]GN	Elamti	NIM.MA{KI}	1
Elamtu[Elam]GN	Elamti	{KUR}NIM.MA	3
Elamtu[Elam]GN	Elamti	{KUR}NIM.MA{KI}	27
Elamtu[Elam]GN	Elamtu	{KUR}NIM	1
Elamtu[Elam]GN	Elamtu	{KUR}NIM.MA	2
Elamtu[Elam]GN	Elamtu	{KUR}NIM.MA{KI}	3
Elizki[1]GN	Elizki	{URU}el-iz-ki	1
Elizzada[1]GN	Elizzada	{URU}el-iz-za-da	1
Elizzada[1]GN	Elizzadu	{URU}el-iz-za-du	1
Ellipaya[Ellipean]EN	Illipaya	{KUR}il-lip-a.a	1
Ellipi[1]GN	Ellipa	{KUR}el-li-pa	1
Ellipi[1]GN	Ellipi	{KUR}el-li-pi	3
Ellipi[1]GN	Illipa	{KUR}il-li-pa	1
Ellipi[1]GN	Illipi	{KUR}il-li-pi	1
Elulu[Elul]MN	Eluli	{ITI}KIN	5
Eni-il[1]PN	Eni-il	{1}IGI.2-MEŠ—DINGIR	1
Ennet-Aššur[1]PN	Ennet-Aššur	{1}en-nit-aš-šur	1
Epa[1]PN	Epa	{1}e-pa-a	1
Ereš-ilu[1]PN	Ereš-ilu	{1}KAM-eš-DINGIR	1
Ereš-ilu[1]PN	Ereš-ilu	{1}e-reš-DINGIR	1
Eriba[1]PN	Eriba	{1}eri-ba	1
Erra-dala[1]PN	Erra-dala	{1}i-ra-dal₃-a	1
Erra-gamil[1]PN	Erra-gamil	{1}{d}IR₃.RA-ga-mil	1
Etinaya[Etinean]EN	Etinaya	{KUR}e-ti-na-a.a	2
Ezi[1]PN	Ezi	{1}e-zi-i	1
Eziat[1]GN	Eziat	{URU}e-zi-at	3
Eziye[1]PN	Eziye	{1}e-zi-ie-e	1
Ešarra[1]TN	Ešarra	E₂.ŠAR₂.RA	1
Ešarra[1]TN	Ešarra	E₂.ŠAR₂.RA{KI}	2
Eṭiru[1]PN	Eṭiri	{1}e-ṭi-ri	1
Eṭiru[1]PN	Eṭiru	{1}e-ṭe₃-ri	1
Eṭiru[1]PN	Eṭiru	{1}e-ṭe₃-ru	4
Eṭiru[1]PN	Eṭiru	{1}e-ṭi-ru	1
Gabbu-amur[1]PN	Gabbi-amur	{1}gab-bi-a-mur	1
Gabbu-amur[1]PN	Gabbu-amur	{1}gab-bu-a-mur	1
Gabbu-ana-Aššur[1]PN	Gabbu-ana-Aššur	{1}gab-bu-a-na-aš-šur	1
Gabbu-ana-Aššur[1]PN	Gabbu-ana-Aššur	{1}gab-bu-ana-aš-šur	9
Gabe[1]GN	Gabe	{URU}ga-be₂-e	2
Gadya[1]PN	Gadya	{1}gad-ia-a	1
Galṣabri[1]GN	Galṣabri	{URU}GAL-ṣa-ab-ri	1
Gamalu[1]PN	Gamalu	{1}ga-ma-lu	1
Gambulaya[Gambulean]EN	Gambulaya	{LU₂}gam-bu-la-a.a	1
Gambulu[1]GN	Gambuli	{KUR}gam-bu-li	1
Gargamis[Carchemish]GN	Gargamis	{URU}gar-ga-mis	2
Gargamisaya[from Carchemish]EN	Gargamisaya	{URU}gar-ga-mis-a.a	1
Gidgiddanu[1]PN	Gidgiddani	{1}gid₂-gi-da-a-ni	4
Gidgiddanu[1]PN	Gidgiddanu	{1}gid₂-gi-da-a-nu	1
Gimir[Cimmeria]GN	Gamir	{KUR}ga-mir	1
Gimir[Cimmeria]GN	Gamirra	{KUR}ga-mir-ra	2
Gimir[Cimmeria]GN	Gimir	{KUR}PAB-ir	3
Gimir[Cimmeria]GN	Gimir	{KUR}gi-mir	1
Gimiraya[Cimmerian]EN	Gameraya	{LU₂}ga-me-ra-a.a	1
Gimiraya[Cimmerian]EN	Gimiraya	{KUR}gi-mir-a.a	2
Gir-Dadi[1]PN	Gir-Dadi	{1}gi-ri-U.U	5
Guhuru[1]PN	Guhuru	{1}gu-hu-ru	1
Gurdi[1]PN	Gurdi	{1}gur₂-di-i	1
Guriania[1]GN	Guriania	{KUR}gu-ri-a-ni-a	2
Gurraya[Gurrean]EN	Gurraya	{LU₂}gur-ra-a.a	3
Gurraya[Gurrean]EN	Gurrayaʾea	{LU₂}gur-ra-a.a-e-a	1
Gurraya[Gurrean]EN	Gurru	{LU₂}gur-ru	2
Gurraya[Gurrean]EN	Qamurra	{LU₂}qa-mur-ra	1
Gurraya[Gurrean]EN	Qurmuraya	{LU₂}qur-mur-a.a	1
Gurraya[Gurrean]EN	Qurmurayea	{LU₂}qur-mur-a.a-e-a	1
Guzana[1]GN	Guzana	{URU}gu-za-na	10
Guzana[1]GN	Guzani	{URU}gu-za-a-ni	1
Guzanaya[Guzanite]EN	Guzanaya	{URU}gu-za-na-a.a	1
Guzummanu[1]GN	Guzummanu	{LU₂}gu-zu-ma-nu	1
HAR[1]GN	HAR	{URU}HAR	1
Habhu[1]GN	Habhi	{KUR}hab-hi	1
Habhu[1]GN	Habhu	{KUR}hab-hu	1
Habruri[1]GN	Habruri	{KUR}hab-ru-ri	2
Habsi[1]PN	Habsi	{1}hab-si	2
Hadalpa[1]GN	Hadalpa	{URU}ha-dal-pa	1
Hadattu[1]GN	Hadatti	{URU}ha-da-at-ti	1
Hadina[1]WN	Hadina	{ID₂}ha-di-na	1
Halahhu[1]GN	Halahhi	{KUR}ha-la-hi	2
Halahhu[1]GN	Halahhi	{KUR}ha-lah₂-hi	1
Halahhu[1]GN	Halahhi	{KUR}ha-lah₃-hi	1
Halama[1]PN	Halame	{1}ha-la-me	1
Haldi-abu-uṣur[1]PN	Haldi-abu-uṣur	{1}hal-di-AD—PAB	1
Haldi-naṣir[1]PN	Haldi-naṣir	{1}hal-di-PAB	1
Hallataya[Hallatu]GN	Hallataya	{KUR}hal-lat-a-a	1
Halzi-atbar[1]GN	Halzi-atbar	{KUR}hal-zi-AD.BAR	3
Halzi-atbaraya[1]EN	Halzi-atbaraya	{KUR}hal-zi-AD.BAR-a.a	1
Halzu[1]GN	Halzi	{KUR}hal-zi	1
Hamat[Hamath]GN	Hamate	{KUR}ha-ma-te	3
Hamataya[from Hamath]EN	Hamataya	{KUR}ha-ma-ta-a.a	2
Hamban[1]GN	Hamban	{KUR}ha-ban	1
Hamranaya[1]EN	Hamaranaya	{KUR}ha-mar-a-na-a.a	1
Hamranaya[1]EN	Hamranaya	{KUR}ha-am-ra-na-a.a	1
Hamudu[1]GN	Hamudu	{KUR}ha-mu-du	1
Harda[1]GN	Harda	{URU}ha-ar-da	1
Harda[1]GN	Harda	{URU}har-da	1
Hargaya[Hargaean]EN	Hargaya	{KUR}har-ga-a.a	3
Hargaya[Hargaean]EN	Hargaya	{URU}har-ga-a.a	1
Hargu[1]GN	Hargi	{KUR}har-gi	1
Hargu[1]GN	Hargi	{URU}har-gi	1
Hargu[1]GN	Hargu	{KUR}har-gu	1
Harmasaya[Harmasaean]EN	Harmasaya	{URU}har-ma-sa-a.a	1
Harrania[1]GN	Harrania	{URU}har-ra-ni-a	3
Harranu[1]PN	Harranu	{1}har-ra-nu-u₂	1
Harranu[Harran]GN	Harrani	{URU}KASKAL	1
Harranu[Harran]GN	Harrani	{URU}KASKAL-ni	1
Harranu[Harran]GN	Harrani	{URU}KASKAL-ra-ni	1
Harranu[Harran]GN	Harranu	{URU}KASKAL	1
Harriru[1]PN	Harriru	{1}ha-ri-ri	1
Haršaya[1]EN	Haršaya	har-ša₂-a.a	1
Hasaya[Hasaean]EN	Hasaya	{KUR}ha-sa-a.a	1
Hatalla[1]GN	Hatalla	{LU₂}ha-tal-la	1
Hatallaya[1]EN	Hatallaya	{LU₂}ha-tal-a.a	2
Hatallaya[1]EN	Hatallaya	{LU₂}ha-tal-la-a.a	1
Hatarikka[1]GN	Hatarikka	{URU}ha-ta-ri-ka	1
Hattaya[Hittite]EN	Hattaya	{LU₂}ha-ta-a.a	1
Hau[1]GN	Hau	{KUR}ha-a-u₂	4
Hazannu[1]PN	Hazannu	{1}ha-za-nu	2
Hazzataya[from Gaza]EN	Hazzataya	{KUR}ha-za-ta-a.a	2
Hesa[1]GN	Hesa	{URU}he-e-sa	2
Hidalu[1]GN	Hidali	{URU}hi-da-li	1
Hindanu[1]GN	Henzana	{URU}he-en-za-na	1
Hindanu[1]GN	Henzanana	{URU}he-en-za-na-na	1
Hindanu[1]GN	Hindana	{URU}hi-in-da-na	6
Hindanu[1]GN	Hinzani	{KUR}hi-in-za-ni	2
Hindanu[1]GN	Hinzani	{URU}hi-in-za-ni	1
Hiptuna[1]GN	Hiptuni	{URU}hi-ip-tu₂-ni	2
Hirite[1]GN	Hirite	{URU}hi-ri-te	1
Hiritu[1]WN	Hirite	{ID₂}hi-ri-te	1
Hiuru[1]GN	Hiuri	{URU}hi-u₂-ri	1
Hu-Teššub[1]PN	Hu-Teššub	{1}hu-te-šu-ub	1
Hu-Teššub[1]PN	Hu-Teššub	{1}hu-te-šub	5
Hu-Teššub[1]PN	Hu-Teššubu	{1}hu-te-šu-bu	2
Hubuškaya[Hubuškian]EN	Hubbušaya	{KUR}hu-ub-buš-a.a	1
Hubuškaya[Hubuškian]EN	Hubušaya	{KUR}hu-buš-a.a	1
Hubuškaya[Hubuškian]EN	Hubuškaya	{KUR}hu-bu-uš-ka-a.a	1
Hubuškaya[Hubuškian]EN	Hubuškaya	{KUR}hu-buš-ka-a.a	8
Hubuškaya[Hubuškian]EN	Hubuškaya	{KUR}hu-ub-ka-a.a	2
Hubuškaya[Hubuškian]EN	Hubuškaya	{URU}hu-bu-us-ka-a.a	1
Hubuškia[1]GN	Hubuškia	{KUR}hu-bu-uš-ki-a	5
Hubuškia[1]GN	Hubuškia	{KUR}hu-buš-ki-a	2
Hubuškia[1]GN	Hubuškia	{KUR}hu-ub-uš-ki-a	1
Hubuškia[1]GN	Hubuškia	{URU}hu-bu-uš-ki-a	1
Huhhu[1]PN	Huhhi	{1}hu-uh-hi	1
Huli[1]PN	Huli	{1}hu-li-i	1
Humamati[1]PN	Humamati	{1}hu-ma-ma-ti	1
Humbe[1]PN	Humbe	{1}hu-um-be₂-e	2
Humbe[1]PN	Humbe	{1}hum-be₂-e	1
Humhum[1]DN	Humhum	{d}HUM.HUM	1
Hunanu[1]PN	Hunanu	{1}hu-na-nu	1
Hunni[1]PN	Hunni	{1}hu-un-ni-i	3
Hunnuru[1]GN	Hunnuru	{URU}hu-un-nu-ru	2
Hupapani[1]GN	Hupapani	{URU}hu-pa-pa-ni	1
Huzaza[1]GN	Huzaza	{URU}hu-za-za	4
Huziru[1]PN	Huziri	{1}hu-zi-ri	1
Huʾdiadae[1]GN	Huʾdiadae	{URU}hu-uʾ-di-a-da-e	1
Igli[1]PN	Igli	{1}ig-li-i	2
Il-dala[1]PN	Il-dala	{1}DINGIR-da-la-a	4
Il-pada[1]PN	Il-pada	{1}DINGIR-pa-da	2
Il-yadaʾ[1]PN	Il-yadaʾ	{1}DINGIR-ia-da-aʾ	25
Il-yadaʾ[1]PN	Il-yadaʾ	{1}DINGIR-ia₂-da-aʾ	1
Il-yadini[1]PN	Il-yadini	{1}DINGIR-ia-di-ni	1
Ilaʾi-Bel[1]PN	Ilaʾi-Bel	{1}DINGIR-a.a—EN	4
Ilhini[1]GN	Ilhini	{URU}il-hi-ni	1
Illabani[1]GN	Illabani	{KUR}il-la-ba-a-ni	1
Ilu-biʾdi[1]PN	Ilu-biʾdi	{1}DINGIR-bi-iʾ-di	2
Ilu-illika[1]PN	Ilu-illika	{1}DINGIR—DU-ka	1
Ilu-iqbi[1]PN	Ilu-iqbi	{1}DINGIR-iq-bi	3
Ilu-mušezib[1]PN	Ilu-mušezib	{1}DINGIR-mu-še-zib	1
Ilu-piya-uṣur[1]PN	Ilu-piya-uṣur	{1}DINGIR-pi-ia-PAB	1
Ilu-piya-uṣur[1]PN	Ilu-piya-uṣur	{1}DINGIR—KA-a-PAB	1
Ilumma-taklak[1]PN	Ilumma-taklak	{1}DINGIR-ma-tak-lak	3
Ina-qibi-Bel-abluṭ[1]PN	Ina-qibi-Bel-abluṭ	{1}ina-qi₂-bi-d.EN-ab-luṭ	1
Ina-šar-Bel-allak[1]PN	Ina-šar-Bel-allak	{1}ina-IM—EN-a-lak	1
Ina-šar-Bel-allak[1]PN	Ina-šar-Bel-allak	{1}ina-IM—EN—DU-ak	1
Ina-šar-Bel-allak[1]PN	no-norm	{1}ina-IM—EN-a-lak	1
Inurta-belu-uṣur[1]PN	Inurta-belu-uṣur	{1}{d}MAŠ—EN—PAB	1
Inurta-ilaʾi[1]PN	Inurta-ilaʾi	{1}{d}MAŠ—DINGIR-a.a	2
Inṣabri[1]PN	Inṣabri	{1}in-ṣab-ri	1
Iqbi-Bel[1]GN	Iqbi-Bel	{URU}iq-bi-EN	1
Iqiša-Marduk[1]PN	Iqiša-Marduk	{1}BA-ša₂-{d}MES	1
Iqišaya[1]PN	Iqišaya	{1}BA-ša₂-a	1
Irmuna[1]GN	Irmuna	{URU}ir-mu-na	1
Irtiašaya[Irtiašaean]EN	Irtiašaya	{LU₂}ir-ti-a-ša₂-a.a	1
Irtukkanu[1]PN	Irtukkanu	{1}ir-tuk-ka-a-nu	1
Irtukkanu[1]PN	Irtukkanu	{1}ir-tuk-ka-nu	2
Iršumu[1]PN	Iršumu	{URU}ir-šu-mu	1
Isana[1]GN	Isana	{URU}i-sa-na	5
Isanaya[1]EN	Isanaya	{URU}i-sa-na-a.a	1
Issar-duri[1]PN	Issar-duri	{1}15-BAD₃	2
Issar-duri[1]PN	Issar-duri	{1}15-du-ri	1
Issar-duri[1]PN	Issar-duri	{1}{d}15-BAD₃	2
Issar-duri[1]PN	Issar-duri	{1}{d}15-du-ri	10
Issar-duri[Sarduri]PN	Issar-duri	{1}{d}15-BAD₃	2
Issar-naʾdi[1]PN	Issar-naʾdi	{1}{d}15-I	1
Issar-tašme[1]DN	Issar-tašme	d.INNIN—GIŠ.TUK	1
Issar-šumu-iqiša[1]PN	Issar-šumu-iqiša	{1}{d}15-MU—BA-ša₂	1
Issete[1]GN	Issete	{URU}01-te	3
Istuandaya[1]EN	Istuandaya	{URU}is-tu-an-da-a.a	1
Isuqaya[1]EN	Isuqaya	{LU₂}i-su-qa-a.a	2
Ituʾaya[Ituʾean]EN	Itu	{KUR}i-tu₂	1
Ituʾaya[Ituʾean]EN	Ituʾaya	{KUR}i-tu₂-ʾa-a.a	2
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu-a.a	2
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu-u-a.a	1
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu-ʾa-a-a	1
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu-ʾa-a.a	10
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu₂-a.a	3
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu₂-u-a.a	1
Ituʾaya[Ituʾean]EN	Ituʾaya	{LU₂}i-tu₂-ʾa-a.a	3
Ituʾaya[Ituʾean]EN	Ituʾayea	{LU₂}i-tu-a.a-e-a	1
Ituʾaya[Ituʾean]EN	Ituʾayeya	{LU₂}i-tu₂-ʾa-a.a-e-a	1
Ituʾaya[Ituʾean]EN	Ituʾe	{LU₂}i-tu-ʾe-e	1
Ituʾaya[Ituʾean]EN	Ituʾu	{KUR}i-tu-ʾu	1
Ituʾaya[Ituʾean]EN	Ituʾu	{LU₂}i-tu-ʾu	1
Ituʾaya[Ituʾean]EN	Ituʾu	{LU₂}i-tu-ʾu-u	1
Ituʾaya[Ituʾean]EN	Ituʾu	{LU₂}i-tu₂-u	1
Ituʾaya[Ituʾean]EN	Ituʾu	{LU₂}i-tu₂-ʾu	2
Ituʾaya[Ituʾean]EN	Ituʾu	{LU₂}i-tu₂-ʾu-u	1
Izalla[1]GN	Izalla	{URU}i-za-la	1
Izalla[1]GN	Izalli	{KUR}i-zal-li	1
Izirtu[1]GN	Izirte	{URU}i-zir-te	1
Izuzu[1]GN	Izuzi	{URU}i-zu-zi	1
Išmanni-Aššur[1]PN	Išmanni-Aššur	{1}HAL-a-ni-aš-šur	3
Išmanni-Aššur[1]PN	Išmanni-Aššur	{1}HAL-ni-aš-šur	4
Išme-ilu[1]PN	Išme-ilu	{1}iš-me-DINGIR	2
Ištahup[1]GN	Ištahup	{URU}iš-ta-hup	1
Ištar[1]DN	Issar	E₂-{d}15	1
Ištar[1]DN	Issar	{d}15	1
Ištar[1]DN	Ištar	{d}iš-tar	1
Iṣiye[1]PN	Iṣiye	{1}i-ṣi-ie-e	2
Kakkullanu[1]PN	Kakkullani	{1}ka-ku-la-a-ni	1
Kakkullanu[1]PN	Kakkullanu	{1}ka-ku-la-nu	1
Kalbi-Uku[1]PN	Kalbi-Uku	{1}kal-bi-u₂-ku-u	1
Kalbi-Uku[1]PN	Kalbi-Uku	{1}kal-bi-u₂-ku-u₂	1
Kalbi-Uku[1]PN	Kalbi-Uku	{1}kal-bi-{d}u₂-ku-u	1
Kalbi-Uku[1]PN	Kalbi-Ukuʾa	{1}kal-bi-u₂-ku-u-a	1
Kaldaya[Chaldean]EN	Kaldaya	{KUR}kal-da-a.a	2
Kaldaya[Chaldean]EN	Kaldaya	{KUR}kal-da₃-a.a	1
Kaldaya[Chaldean]EN	Kaldaya	{LU₂}kal-da-a.a	12
Kaldaya[Chaldean]EN	Kaldi	{LU₂}kal-di	1
Kaldu[Chaldea]GN	Kaldi	{KUR}kal-di	3
Kaldu[Chaldea]GN	Kaldu	{KUR}kal-du	1
Kalhaya[1]EN	Kalhaya	{URU}kal-ha-a.a	3
Kalhu[1]GN	Kalha	{URU}kal-ha	29
Kalhu[1]GN	Kalha	{URU}kal₃-ha	1
Kalhu[1]GN	Kalhi	{URU}kal-hi	7
Kannuʾaya[1]EN	Kannuʾaya	{LU₂}kan-nu-uʾ-a.a	1
Kannuʾaya[1]EN	Kannuʾaya	{URU}kan-nu-uʾ-a.a	1
Kanunaya[1]PN	Kanunaya	{1}ka-nun-a.a	1
Kapar-Amdanu[1]GN	Kapar-Amdanu	{URU}ŠE-{1}am-da-nu	1
Kapar-Diqarate[1]GN	Kapar-Diqarate	{URU}ŠE—KAM-MEŠ	1
Kapar-Mariyaba[1]GN	Kapar-Mariyaba	{URU}ŠE-{1}DUMU-ia-ba	1
Kaqqadanu[1]PN	Kaqqadani	{1}SAG.DU-a-ni	1
Kaqqadanu[1]PN	Kaqqadani	{1}kaq-qa-da-a-ni	1
Kaqqadanu[1]PN	Kaqqadani	{1}kaq-qa-da-ni	1
Kaqqadanu[1]PN	Kaqqadanu	{1}SAG.DU-a-nu	2
Kaqqadanu[1]PN	Kaqqadanu	{1}kaq-qa-da-nu	2
Kar-Aššur[1]GN	Kar-Aššur	{URU}kar-{d}aš-šur	2
Kar-Nergal[1]GN	Kar-Nergal	{URU}kar-{d}MAŠ.MAŠ	1
Kar-siparri[1]GN	Kar-siparri	{KUR}kar-UD.KA.BAR	1
Kar-siparri[1]GN	Kar-siparri	{URU}kar-URUDU-MEŠ	1
Kar-siparri[1]GN	Kar-siparri	{URU}kar-si-par-ri	1
Kar-Šamaš[1]GN	Kar-Šamaš	{URU}KAR-{d}UTU	1
Kar-Šamaš[1]GN	Kar-Šamaš	{URU}kar-{d}UTU	3
Kar-Šarrukin[1]GN	Kar-Šarrukin	{URU}kar-LUGAL—GI.NA	1
Kar-Šarrukin[1]GN	Kar-Šarrukin	{URU}kar-{1}LUGAL—GI.NA	1
Kar-Šarrukin[1]GN	Kar-Šarrukin	{URU}kar-{1}LUGAL—GIN	1
Kar-Šarrukin[1]GN	Kar-Šarrukin	{URU}kar-{1}MAN—GIN	1
Kar-Šarrukin[1]GN	no-norm	{URU}kar-{1}MAN—GIN	6
Karakku[1]PN	Karakku	{1}ka-rak-ku	2
Karalla[1]GN	Karalla	{KUR}kar-al-la	1
Karalla[1]GN	Karla	{KUR}kar-la	2
Karallaya[1]EN	Karlaya	{KUR}kar-la-a.a	2
Karkarhundir[1]GN	Karkarhundir	{URU}kar-kar-hu-un-dir	1
Kasappa[1]GN	Kasappa	{URU}ka-sa-pa	1
Kaššaya[Kassite]EN	Kaššaya	{LU₂}kaš-ša₂-a.a	3
Keni[1]PN	Keni	{1}GIN-i	2
Kibabiše[1]PN	Kibabaše	{1}ki-ba-ba-še	2
Kibabiše[1]PN	Kibabiše	{1}ki-ba-bi-še	2
Kibatki[1]GN	Kibatki	{URU}ki-ba-at-ki	2
Kidmuri[1]DN	Kadmuri	E₂-kad-mu-ri	1
Kiguhtu[1]GN	Kiguhtu	{URU}ki-gu-uh-tu₂	1
Kilar[1]PN	Kilar	{1}ki-la-ar	2
Kilizi[1]GN	Kalzi	{URU}kal₃-zi	2
Kimar[1]GN	Kimar	{URU}ki-mar	1
Kimumaya[1]PN	Kimumaya	{1}ki-mu-ma-a.a	1
Kina[1]PN	Kina	{1}ki-na-a	2
Kippatu[Circle]CN	kippite	{MUL}kip-pi-te	1
Kipre[1]EN	Kipre	{LU₂}kip-re-e	2
Kipšuna[1]GN	Kipšuna	{URU}kip-šu₂-na	1
Kislimu[Kislev]MN	Kislimi	{ITI}GAN	1
Kislimu[Kislev]MN	Kislimi	{ITI}KAN	2
Kissik[1]GN	Kissik	{URU}ki-is-sik	1
Kissikaya[1]EN	Kissikaya	{LU₂}ki-sik-a.a	1
Kizahasi[1]GN	Kizahasi	{URU}ki-za-ha-si	1
Kiš[1]GN	Kiš	kiš{KI}	1
Kiš[1]GN	Kiš	{URU}kiš{KI}	1
Kišaya[from Kiš]EN	Kišaya	KIŠ{KI}-a.a	1
Kiṣir-Aššur[1]PN	Kiṣir-Aššur	{1}ki-ṣir-aš-šur	13
Kubaba-ereš[1]PN	Kubaba-ereš	{1}{d}15.KA₂—APIN-eš	1
Kubaba-ilaʾi[1]PN	Kubaba-ilaʾi	{1}{d}ku₃-KA₂—DINGIR-a.a	1
Kubaba-satar[1]PN	Kubaba-satar	{1}ku₃-KA₂-sa-tar	1
Kubanaše[1]GN	Kubanaše	{URU}ku-ba-na-še	1
