,form,headword,instance,xis_entry,xis_form
12297,il-li-bi-ni,ina[in]PRP,saao/sargonletters:P334369.8.3,akk.r00dbe,akk.r00dce
12298,il-li-diš,ina[in]PRP,saao/sargonletters:P313543.23.3,akk.r00dbe,akk.r00dcf
12299,im-ma-at,ina[in]PRP,saao/sargonletters:P334909.5.1,akk.r00dbe,akk.r00dd0
12300,im-ma-te,ina[in]PRP,saao/sargonletters:P314135.6.1,akk.r00dbe,akk.r00dd1
12301,im-ma-te,ina[in]PRP,saao/sargonletters:P334314.24.2,akk.r00dbe,akk.r00dd1
12302,im-ma-te,ina[in]PRP,saao/sargonletters:P334314.9.2,akk.r00dbe,akk.r00dd1
12303,im-mat,ina[in]PRP,saao/sargonletters:P313458.28.2,akk.r00dbe,akk.r00dd2
12304,ina,ina[in]PRP,saao/sargonletters:P224485.12.6,akk.r00dbe,akk.r00dd3
12305,ina,ina[in]PRP,saao/sargonletters:P224485.21.2,akk.r00dbe,akk.r00dd3
12306,ina,ina[in]PRP,saao/sargonletters:P224485.23.1,akk.r00dbe,akk.r00dd3
12307,ina,ina[in]PRP,saao/sargonletters:P224485.24.1,akk.r00dbe,akk.r00dd3
12308,ina,ina[in]PRP,saao/sargonletters:P224485.26.1,akk.r00dbe,akk.r00dd3
12309,ina,ina[in]PRP,saao/sargonletters:P224485.28.6,akk.r00dbe,akk.r00dd3
12310,ina,ina[in]PRP,saao/sargonletters:P224485.36.2,akk.r00dbe,akk.r00dd3
12311,ina,ina[in]PRP,saao/sargonletters:P224485.37.5,akk.r00dbe,akk.r00dd3
12312,ina,ina[in]PRP,saao/sargonletters:P224485.45.5,akk.r00dbe,akk.r00dd3
12313,ina,ina[in]PRP,saao/sargonletters:P224485.5.2,akk.r00dbe,akk.r00dd3
12314,ina,ina[in]PRP,saao/sargonletters:P224485.52.5,akk.r00dbe,akk.r00dd3
12315,ina,ina[in]PRP,saao/sargonletters:P224485.54.5,akk.r00dbe,akk.r00dd3
12316,ina,ina[in]PRP,saao/sargonletters:P224485.59.1,akk.r00dbe,akk.r00dd3
12317,ina,ina[in]PRP,saao/sargonletters:P224485.61.1,akk.r00dbe,akk.r00dd3
12318,ina,ina[in]PRP,saao/sargonletters:P224485.67.5,akk.r00dbe,akk.r00dd3
12319,ina,ina[in]PRP,saao/sargonletters:P224485.7.5,akk.r00dbe,akk.r00dd3
12320,ina,ina[in]PRP,saao/sargonletters:P224485.9.5,akk.r00dbe,akk.r00dd3
12321,ina,ina[in]PRP,saao/sargonletters:P224485.9.9,akk.r00dbe,akk.r00dd3
12322,ina,ina[in]PRP,saao/sargonletters:P237089.7.1,akk.r00dbe,akk.r00dd3
12323,ina,ina[in]PRP,saao/sargonletters:P238649.3.8,akk.r00dbe,akk.r00dd3
12324,ina,ina[in]PRP,saao/sargonletters:P313416.15.6,akk.r00dbe,akk.r00dd3
12325,ina,ina[in]PRP,saao/sargonletters:P313417.11.1,akk.r00dbe,akk.r00dd3
12326,ina,ina[in]PRP,saao/sargonletters:P313417.22.1,akk.r00dbe,akk.r00dd3
12327,ina,ina[in]PRP,saao/sargonletters:P313417.24.3,akk.r00dbe,akk.r00dd3
12328,ina,ina[in]PRP,saao/sargonletters:P313417.26.5,akk.r00dbe,akk.r00dd3
12329,ina,ina[in]PRP,saao/sargonletters:P313417.29.2,akk.r00dbe,akk.r00dd3
12330,ina,ina[in]PRP,saao/sargonletters:P313417.31.3,akk.r00dbe,akk.r00dd3
12331,ina,ina[in]PRP,saao/sargonletters:P313417.31.6,akk.r00dbe,akk.r00dd3
12332,ina,ina[in]PRP,saao/sargonletters:P313417.33.3,akk.r00dbe,akk.r00dd3
12333,ina,ina[in]PRP,saao/sargonletters:P313417.34.3,akk.r00dbe,akk.r00dd3
12334,ina,ina[in]PRP,saao/sargonletters:P313417.35.3,akk.r00dbe,akk.r00dd3
12335,ina,ina[in]PRP,saao/sargonletters:P313417.36.7,akk.r00dbe,akk.r00dd3
12336,ina,ina[in]PRP,saao/sargonletters:P313417.39.3,akk.r00dbe,akk.r00dd3
12337,ina,ina[in]PRP,saao/sargonletters:P313417.41.3,akk.r00dbe,akk.r00dd3
12338,ina,ina[in]PRP,saao/sargonletters:P313417.44.3,akk.r00dbe,akk.r00dd3
12339,ina,ina[in]PRP,saao/sargonletters:P313417.46.1,akk.r00dbe,akk.r00dd3
12340,ina,ina[in]PRP,saao/sargonletters:P313417.6.4,akk.r00dbe,akk.r00dd3
12341,ina,ina[in]PRP,saao/sargonletters:P313417.9.2,akk.r00dbe,akk.r00dd3
12342,ina,ina[in]PRP,saao/sargonletters:P313419.15.9,akk.r00dbe,akk.r00dd3
12343,ina,ina[in]PRP,saao/sargonletters:P313419.30.2,akk.r00dbe,akk.r00dd3
12344,ina,ina[in]PRP,saao/sargonletters:P313419.31.4,akk.r00dbe,akk.r00dd3
12345,ina,ina[in]PRP,saao/sargonletters:P313420.11.1,akk.r00dbe,akk.r00dd3
12346,ina,ina[in]PRP,saao/sargonletters:P313420.15.2,akk.r00dbe,akk.r00dd3
12347,ina,ina[in]PRP,saao/sargonletters:P313420.23.2,akk.r00dbe,akk.r00dd3
12348,ina,ina[in]PRP,saao/sargonletters:P313420.25.3,akk.r00dbe,akk.r00dd3
12349,ina,ina[in]PRP,saao/sargonletters:P313420.31.2,akk.r00dbe,akk.r00dd3
12350,ina,ina[in]PRP,saao/sargonletters:P313421.17.1,akk.r00dbe,akk.r00dd3
12351,ina,ina[in]PRP,saao/sargonletters:P313421.5.1,akk.r00dbe,akk.r00dd3
12352,ina,ina[in]PRP,saao/sargonletters:P313421.7.4,akk.r00dbe,akk.r00dd3
12353,ina,ina[in]PRP,saao/sargonletters:P313422.5.2,akk.r00dbe,akk.r00dd3
12354,ina,ina[in]PRP,saao/sargonletters:P313425.15.2,akk.r00dbe,akk.r00dd3
12355,ina,ina[in]PRP,saao/sargonletters:P313425.19.1,akk.r00dbe,akk.r00dd3
12356,ina,ina[in]PRP,saao/sargonletters:P313425.20.2,akk.r00dbe,akk.r00dd3
12357,ina,ina[in]PRP,saao/sargonletters:P313425.24.2,akk.r00dbe,akk.r00dd3
12358,ina,ina[in]PRP,saao/sargonletters:P313425.25.5,akk.r00dbe,akk.r00dd3
12359,ina,ina[in]PRP,saao/sargonletters:P313425.28.3,akk.r00dbe,akk.r00dd3
12360,ina,ina[in]PRP,saao/sargonletters:P313425.35.6,akk.r00dbe,akk.r00dd3
12361,ina,ina[in]PRP,saao/sargonletters:P313425.37.1,akk.r00dbe,akk.r00dd3
12362,ina,ina[in]PRP,saao/sargonletters:P313425.37.3,akk.r00dbe,akk.r00dd3
12363,ina,ina[in]PRP,saao/sargonletters:P313425.37.6,akk.r00dbe,akk.r00dd3
12364,ina,ina[in]PRP,saao/sargonletters:P313425.38.4,akk.r00dbe,akk.r00dd3
12365,ina,ina[in]PRP,saao/sargonletters:P313425.39.3,akk.r00dbe,akk.r00dd3
12366,ina,ina[in]PRP,saao/sargonletters:P313425.40.4,akk.r00dbe,akk.r00dd3
12367,ina,ina[in]PRP,saao/sargonletters:P313425.41.4,akk.r00dbe,akk.r00dd3
12368,ina,ina[in]PRP,saao/sargonletters:P313425.44.8,akk.r00dbe,akk.r00dd3
12369,ina,ina[in]PRP,saao/sargonletters:P313425.45.4,akk.r00dbe,akk.r00dd3
12370,ina,ina[in]PRP,saao/sargonletters:P313425.47.5,akk.r00dbe,akk.r00dd3
12371,ina,ina[in]PRP,saao/sargonletters:P313425.55.4,akk.r00dbe,akk.r00dd3
12372,ina,ina[in]PRP,saao/sargonletters:P313425.6.2,akk.r00dbe,akk.r00dd3
12373,ina,ina[in]PRP,saao/sargonletters:P313425.8.1,akk.r00dbe,akk.r00dd3
12374,ina,ina[in]PRP,saao/sargonletters:P313427.29.2,akk.r00dbe,akk.r00dd3
12375,ina,ina[in]PRP,saao/sargonletters:P313427.34.4,akk.r00dbe,akk.r00dd3
12376,ina,ina[in]PRP,saao/sargonletters:P313427.7.1,akk.r00dbe,akk.r00dd3
12377,ina,ina[in]PRP,saao/sargonletters:P313434.10.1,akk.r00dbe,akk.r00dd3
12378,ina,ina[in]PRP,saao/sargonletters:P313434.15.2,akk.r00dbe,akk.r00dd3
12379,ina,ina[in]PRP,saao/sargonletters:P313434.21.1,akk.r00dbe,akk.r00dd3
12380,ina,ina[in]PRP,saao/sargonletters:P313434.32.1,akk.r00dbe,akk.r00dd3
12381,ina,ina[in]PRP,saao/sargonletters:P313435.18.2,akk.r00dbe,akk.r00dd3
12382,ina,ina[in]PRP,saao/sargonletters:P313435.20.1,akk.r00dbe,akk.r00dd3
12383,ina,ina[in]PRP,saao/sargonletters:P313435.7.1,akk.r00dbe,akk.r00dd3
12384,ina,ina[in]PRP,saao/sargonletters:P313435.9.1,akk.r00dbe,akk.r00dd3
12385,ina,ina[in]PRP,saao/sargonletters:P313437.6.1,akk.r00dbe,akk.r00dd3
12386,ina,ina[in]PRP,saao/sargonletters:P313439.10.5,akk.r00dbe,akk.r00dd3
12387,ina,ina[in]PRP,saao/sargonletters:P313439.12.3,akk.r00dbe,akk.r00dd3
12388,ina,ina[in]PRP,saao/sargonletters:P313439.14.4,akk.r00dbe,akk.r00dd3
12389,ina,ina[in]PRP,saao/sargonletters:P313439.15.4,akk.r00dbe,akk.r00dd3
12390,ina,ina[in]PRP,saao/sargonletters:P313439.17.2,akk.r00dbe,akk.r00dd3
12391,ina,ina[in]PRP,saao/sargonletters:P313439.23.3,akk.r00dbe,akk.r00dd3
12392,ina,ina[in]PRP,saao/sargonletters:P313439.25.2,akk.r00dbe,akk.r00dd3
12393,ina,ina[in]PRP,saao/sargonletters:P313439.30.1,akk.r00dbe,akk.r00dd3
12394,ina,ina[in]PRP,saao/sargonletters:P313439.30.5,akk.r00dbe,akk.r00dd3
12395,ina,ina[in]PRP,saao/sargonletters:P313439.31.3,akk.r00dbe,akk.r00dd3
12396,ina,ina[in]PRP,saao/sargonletters:P313439.34.1,akk.r00dbe,akk.r00dd3
12397,ina,ina[in]PRP,saao/sargonletters:P313439.39.3,akk.r00dbe,akk.r00dd3
12398,ina,ina[in]PRP,saao/sargonletters:P313439.8.3,akk.r00dbe,akk.r00dd3
12399,ina,ina[in]PRP,saao/sargonletters:P313439.9.2,akk.r00dbe,akk.r00dd3
12400,ina,ina[in]PRP,saao/sargonletters:P313442.10.4,akk.r00dbe,akk.r00dd3
12401,ina,ina[in]PRP,saao/sargonletters:P313442.14.2,akk.r00dbe,akk.r00dd3
12402,ina,ina[in]PRP,saao/sargonletters:P313442.22.4,akk.r00dbe,akk.r00dd3
12403,ina,ina[in]PRP,saao/sargonletters:P313442.30.1,akk.r00dbe,akk.r00dd3
12404,ina,ina[in]PRP,saao/sargonletters:P313442.6.6,akk.r00dbe,akk.r00dd3
12405,ina,ina[in]PRP,saao/sargonletters:P313442.7.2,akk.r00dbe,akk.r00dd3
12406,ina,ina[in]PRP,saao/sargonletters:P313444.9.9,akk.r00dbe,akk.r00dd3
12407,ina,ina[in]PRP,saao/sargonletters:P313445.22.3,akk.r00dbe,akk.r00dd3
12408,ina,ina[in]PRP,saao/sargonletters:P313445.7.7,akk.r00dbe,akk.r00dd3
12409,ina,ina[in]PRP,saao/sargonletters:P313447.10.3,akk.r00dbe,akk.r00dd3
12410,ina,ina[in]PRP,saao/sargonletters:P313447.32.2,akk.r00dbe,akk.r00dd3
12411,ina,ina[in]PRP,saao/sargonletters:P313447.34.4,akk.r00dbe,akk.r00dd3
12412,ina,ina[in]PRP,saao/sargonletters:P313448.10.2,akk.r00dbe,akk.r00dd3
12413,ina,ina[in]PRP,saao/sargonletters:P313448.11.5,akk.r00dbe,akk.r00dd3
12414,ina,ina[in]PRP,saao/sargonletters:P313448.17.1,akk.r00dbe,akk.r00dd3
12415,ina,ina[in]PRP,saao/sargonletters:P313448.20.2,akk.r00dbe,akk.r00dd3
12416,ina,ina[in]PRP,saao/sargonletters:P313448.24.1,akk.r00dbe,akk.r00dd3
12417,ina,ina[in]PRP,saao/sargonletters:P313448.27.1,akk.r00dbe,akk.r00dd3
12418,ina,ina[in]PRP,saao/sargonletters:P313448.29.2,akk.r00dbe,akk.r00dd3
12419,ina,ina[in]PRP,saao/sargonletters:P313448.5.1,akk.r00dbe,akk.r00dd3
12420,ina,ina[in]PRP,saao/sargonletters:P313448.7.4,akk.r00dbe,akk.r00dd3
12421,ina,ina[in]PRP,saao/sargonletters:P313448.9.2,akk.r00dbe,akk.r00dd3
12422,ina,ina[in]PRP,saao/sargonletters:P313450.17.3,akk.r00dbe,akk.r00dd3
12423,ina,ina[in]PRP,saao/sargonletters:P313450.18.3,akk.r00dbe,akk.r00dd3
12424,ina,ina[in]PRP,saao/sargonletters:P313450.21.3,akk.r00dbe,akk.r00dd3
12425,ina,ina[in]PRP,saao/sargonletters:P313450.24.2,akk.r00dbe,akk.r00dd3
12426,ina,ina[in]PRP,saao/sargonletters:P313450.36.1,akk.r00dbe,akk.r00dd3
12427,ina,ina[in]PRP,saao/sargonletters:P313451.13.5,akk.r00dbe,akk.r00dd3
12428,ina,ina[in]PRP,saao/sargonletters:P313451.15.1,akk.r00dbe,akk.r00dd3
12429,ina,ina[in]PRP,saao/sargonletters:P313451.23.1,akk.r00dbe,akk.r00dd3
12430,ina,ina[in]PRP,saao/sargonletters:P313452.21.2,akk.r00dbe,akk.r00dd3
12431,ina,ina[in]PRP,saao/sargonletters:P313452.22.5,akk.r00dbe,akk.r00dd3
12432,ina,ina[in]PRP,saao/sargonletters:P313452.29.1,akk.r00dbe,akk.r00dd3
12433,ina,ina[in]PRP,saao/sargonletters:P313452.30.2,akk.r00dbe,akk.r00dd3
12434,ina,ina[in]PRP,saao/sargonletters:P313452.53.6,akk.r00dbe,akk.r00dd3
12435,ina,ina[in]PRP,saao/sargonletters:P313452.59.2,akk.r00dbe,akk.r00dd3
12436,ina,ina[in]PRP,saao/sargonletters:P313452.60.3,akk.r00dbe,akk.r00dd3
12437,ina,ina[in]PRP,saao/sargonletters:P313452.66.1,akk.r00dbe,akk.r00dd3
12438,ina,ina[in]PRP,saao/sargonletters:P313452.8.1,akk.r00dbe,akk.r00dd3
12439,ina,ina[in]PRP,saao/sargonletters:P313452.9.1,akk.r00dbe,akk.r00dd3
12440,ina,ina[in]PRP,saao/sargonletters:P313453.13.1,akk.r00dbe,akk.r00dd3
12441,ina,ina[in]PRP,saao/sargonletters:P313453.6.2,akk.r00dbe,akk.r00dd3
12442,ina,ina[in]PRP,saao/sargonletters:P313454.11.1,akk.r00dbe,akk.r00dd3
12443,ina,ina[in]PRP,saao/sargonletters:P313454.13.1,akk.r00dbe,akk.r00dd3
12444,ina,ina[in]PRP,saao/sargonletters:P313454.20.1,akk.r00dbe,akk.r00dd3
12445,ina,ina[in]PRP,saao/sargonletters:P313454.24.2,akk.r00dbe,akk.r00dd3
12446,ina,ina[in]PRP,saao/sargonletters:P313454.27.3,akk.r00dbe,akk.r00dd3
12447,ina,ina[in]PRP,saao/sargonletters:P313454.9.1,akk.r00dbe,akk.r00dd3
12448,ina,ina[in]PRP,saao/sargonletters:P313455.5.1,akk.r00dbe,akk.r00dd3
12449,ina,ina[in]PRP,saao/sargonletters:P313457.10.1,akk.r00dbe,akk.r00dd3
12450,ina,ina[in]PRP,saao/sargonletters:P313457.13.2,akk.r00dbe,akk.r00dd3
12451,ina,ina[in]PRP,saao/sargonletters:P313457.31.1,akk.r00dbe,akk.r00dd3
12452,ina,ina[in]PRP,saao/sargonletters:P313457.6.3,akk.r00dbe,akk.r00dd3
12453,ina,ina[in]PRP,saao/sargonletters:P313457.7.1,akk.r00dbe,akk.r00dd3
12454,ina,ina[in]PRP,saao/sargonletters:P313458.12.8,akk.r00dbe,akk.r00dd3
12455,ina,ina[in]PRP,saao/sargonletters:P313458.14.1,akk.r00dbe,akk.r00dd3
12456,ina,ina[in]PRP,saao/sargonletters:P313458.15.4,akk.r00dbe,akk.r00dd3
12457,ina,ina[in]PRP,saao/sargonletters:P313458.18.6,akk.r00dbe,akk.r00dd3
12458,ina,ina[in]PRP,saao/sargonletters:P313458.27.3,akk.r00dbe,akk.r00dd3
12459,ina,ina[in]PRP,saao/sargonletters:P313458.30.1,akk.r00dbe,akk.r00dd3
12460,ina,ina[in]PRP,saao/sargonletters:P313458.31.2,akk.r00dbe,akk.r00dd3
12461,ina,ina[in]PRP,saao/sargonletters:P313458.6.7,akk.r00dbe,akk.r00dd3
12462,ina,ina[in]PRP,saao/sargonletters:P313458.7.6,akk.r00dbe,akk.r00dd3
12463,ina,ina[in]PRP,saao/sargonletters:P313458.9.2,akk.r00dbe,akk.r00dd3
